parent_survey_child_401,ChildELSitems,Talk about things you had done,Talk about things you had done,Hablar de lo que habían hecho,"Über Dinge sprechen, die Sie getan haben",Parler des choses que vous aviez faites,Praten over dingen die je hebt gedaan,"Über Dinge sprechen, die Sie getan haben",Hablar de lo que habían hecho,Talk about things you had done
parent_survey_child_402,ChildELSitems,Talk about what you had read,Talk about what you had read,Hablar de lo que habían leído,"Über etwas sprechen, was Sie gelesen haben",Parler de ce que vous aviez lu,Praten over wat je hebt gelezen,"Über etwas sprechen, was Sie gelesen haben",Hablar de lo que habían leído,Talk about what you had read
parent_survey_child_403,ChildELSitems,Play word games,Play word games,Jugar juegos de palabras,Wortspiele spielen,Faire des jeux de mots,Woordspelletjes spelen,Wortspiele spielen,Jugar juegos de palabras,Play word games
parent_survey_child_404,ChildELSitems,Write letters or words,Write letters or words,Escribir letras o palabras,Buchstaben oder Wörter schreiben,Écrire des lettres ou des mots,Letters of woorden schrijven,Buchstaben oder Wörter schreiben,Escribir letras o palabras,Write letters or words
parent_survey_child_405,ChildELSitems,Read aloud signs and labels,Read aloud signs and labels,Leer en voz alta signos y etiquetas,Schilder und Etiketten laut lesen,Lire à voix haute des panneaux et des étiquettes,Borden en etiketten hardop lezen,Schilder und Etiketten laut lesen,Leer en voz alta signos y etiquetas,Read aloud signs and labels
parent_survey_child_406,ChildELSitems,Say counting rhymes or sing counting songs,Say counting rhymes or sing counting songs,Decir rimas sobre contar o cantar canciones para contar números,Zählreime sagen oder Zähllieder singen,Dire des comptines ou chanter des chansons de comptage,Telrijmpjes zeggen of tallenliedjes zingen,Zählreime sagen oder Zähllieder singen,Decir rimas sobre contar o cantar canciones para contar números,Say counting rhymes or sing counting songs
parent_survey_child_407,ChildELSitems,"Play with number toys (e.g., blocks with numbers)","Play with number toys (e.g., blocks with numbers)","Jugar con juguetes con números (por ejemplo, bloques con números)",mit Zahlenspielzeug spielen (z. B. Blöcke mit Zahlen),"Jouer avec des jouets numériques (par exemple, des blocs avec des chiffres)",Spelen met cijferspeelgoed (bijv. blokken met cijfers),mit Zahlenspielzeug spielen (z. B. Blöcke mit Zahlen),"Jugar con juguetes con números (por ejemplo, bloques con números)","Play with number toys (e.g., blocks with numbers)"
parent_survey_child_408,ChildELSitems,Count different things,Count different things,Contar cosas diferentes,Verschiedene Dinge zählen,Compter différentes choses,Verschillende dingen tellen,Verschiedene Dinge zählen,Contar cosas diferentes,Count different things
parent_survey_child_409,ChildELSitems,"Play games involving shapes (e.g., shape sorting toys, puzzles)","Play games involving shapes (e.g., shape sorting toys, puzzles)","Jugar con figuras geométricas (por ejemplo, juguetes para clasificar figuras, rompecabezas)","Spiele spielen, die Formen beinhalten (z. B. Spielzeug zum Sortieren von Formen, Puzzles)","Faire des jeux impliquant des formes (par exemple, des jouets de tri de formes, des puzzles)","Spellen spelen met vormen (bijv. vormen sorteerspeeltjes, puzzels)","Spiele spielen, die Formen beinhalten (z. B. Spielzeug zum Sortieren von Formen, Puzzles)","Jugar con figuras geométricas (por ejemplo, juguetes para clasificar figuras, rompecabezas)","Play games involving shapes (e.g., shape sorting toys, puzzles)"
parent_survey_child_410,ChildELSitems,Play with building blocks or construction toys,Play with building blocks or construction toys,Jugar con bloques o juguetes de construcción,Mit Bauklötzen oder Konstruktionsspielzeug spielen,Jouer avec des blocs de construction ou des jouets de construction,Bouwen met blokken of constructiespeelgoed spelen,Mit Bauklötzen oder Konstruktionsspielzeug spielen,Jugar con bloques o juguetes de construcción,Play with building blocks or construction toys
parent_survey_child_411,ChildELSitems,Play board or card games,Play board or card games,Jugar juegos de mesa o juegos de cartas,Karten- oder Brettspiele spielen,Jouer à des jeux de société ou à des jeux de cartes,Bord- of kaartspellen spelen,Karten- oder Brettspiele spielen,Jugar juegos de mesa o juegos de cartas,Play board or card games
parent_survey_child_412,ChildELSitems,Write numbers,Write numbers,Escribir números,Zahlen schreiben,Écrire des nombres,Cijfers schrijven,Zahlen schreiben,Escribir números,Write numbers
parent_survey_child_413,ChildELSitems,Draw shapes,Draw shapes,Dibujar figuras,Formen zeichnen,Dessiner des formes,Vormen tekenen,Formen zeichnen,Dibujar figuras,Draw shapes
parent_survey_child_414,ChildELSitems,"Measure or weigh things (e.g., when cooking)","Measure or weigh things (e.g., when cooking)","Medir o pesar cosas (por ejemplo, para cocinar)",Dinge messen oder wiegen (z. B. beim Kochen),"Mesurer ou peser des choses (par exemple, en cuisinant)",Meten of dingen wegen (bijv. bij het koken),Dinge messen oder wiegen (z. B. beim Kochen),"Medir o pesar cosas (por ejemplo, para cocinar)","Measure or weigh things (e.g., when cooking)"
parent_survey_child_415,ChildAttendEC,Did your child attend an early childhood education program or center for children <b>under age 3</b> before first grade?,Did your child attend an early childhood education program or center for children <b>under age 3</b> before first grade?,¿Su niño(a) asistió a un programa de educación inicial o centro para niños <b>menores de 3 años</b> antes de ingresar a grado primero?,Hat Ihr Kind vor der ersten Klasse ein Programm zur frühkindlichen Erziehung oder ein Zentrum für Kinder <b>unter 3 Jahren</b> besucht?,Votre enfant a-t-il fréquenté un programme d'éducation préscolaire ou un centre pour enfants <b>âgés de moins de 3 ans</b> avant la première année ?,Heeft uw kind een voorschoolse educatie of kindercentrum bezocht voor kinderen <b>jonger dan 3 jaar</b> voordat hij naar groep 1 ging?,Hat Ihr Kind vor der ersten Klasse ein Programm zur frühkindlichen Erziehung oder ein Zentrum für Kinder <b>unter 3 Jahren</b> besucht?,¿Su niño(a) asistió a un programa de educación inicial o centro para niños <b>menores de 3 años</b> antes de ingresar a grado primero?,Did your child attend an early childhood education program or center for children <b>under age 3</b> before first grade?
parent_survey_child_416,ChildAttendEC,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_417,ChildAttendEC,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_418,ChildAttendKinder,"Did your child attend a pre-primary educational program for children <b>age 3 or older</b>, <i>including kindergarten</i>, before first grade?","Did your child attend a pre-primary educational program for children <b>age 3 or older</b>, <i>including kindergarten</i>, before first grade?",¿Su niño(a) asistió a un programa de educación preescolar para niños<b> a partir de los 3 años</b> antes de ingresar a grado primero <i>(incluído el kinder)</i>?,"Hat Ihr Kind vor der ersten Klasse eine vorschulische Bildungseinrichtung für Kinder <b>ab 3 Jahren</b>, <i>einschließlich Kindergarten</i>, besucht?","Votre enfant a-t-il fréquenté un programme éducatif préprimaire pour enfants <b>âgés de 3 ans ou plus</b>, <i>y compris le jardin d’enfants</i>, avant la première année ?","Heeft uw kind een voorschoolse opleidingsprogramma voor kinderen van <b>3 jaar of ouder</b> bijgewoond, <i>inclusief kleuterschool</i>, vóór groep 1?","Hat Ihr Kind vor der ersten Klasse eine vorschulische Bildungseinrichtung für Kinder <b>ab 3 Jahren</b>, <i>einschließlich Kindergarten</i>, besucht?",¿Su niño(a) asistió a un programa de educación preescolar para niños<b> a partir de los 3 años</b> antes de ingresar a grado primero <i>(incluído el kinder)</i>?,"Did your child attend a pre-primary educational program for children <b>age 3 or older</b>, <i>including kindergarten</i>, before first grade?"
parent_survey_child_419,ChildAttendKinder,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_420,ChildAttendKinder,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_421,ChildAttendECKinderTime,Approximately how long was your child in these programs <i>all together</i> (before first grade)?,Approximately how long was your child in these programs <i>all together</i> (before first grade)?,"Aproximadamente, ¿cuánto tiempo estuvo su niño(a) en estos programas <i>en total</i>? (antes del grado primero)",Wie lange war Ihr Kind ungefähr <i>insgesamt</i> in diesen Programmen? (vor der ersten Klasse),Environ combien de temps votre enfant a-t-il été dans ces programmes <i>en tout</i> (avant la première année)?,Hoe lang was uw kind <i>in totaal</i> in deze programma's (voor groep 1)?,Wie lange war Ihr Kind ungefähr <i>insgesamt</i> in diesen Programmen? (vor der ersten Klasse),"Aproximadamente, ¿cuánto tiempo estuvo su niño(a) en estos programas <i>en total</i>? (antes del grado primero)",Approximately how long was your child in these programs <i>all together</i> (before first grade)?
parent_survey_child_422,ChildAttendECKinderTime,Did not attend,Did not attend,No asistió,Es hat nicht teilgenommen,N'a pas assisté,Niet bijgewoond,Es hat nicht teilgenommen,No asistió,Did not attend
parent_survey_child_423,ChildAttendECKinderTime,Less than 1 year,Less than 1 year,Menos de 1 año,Weniger als 1 Jahr,Moins d'un an,Minder dan 1 jaar,Weniger als 1 Jahr,Menos de 1 año,Less than 1 year
parent_survey_child_424,ChildAttendECKinderTime,1 year,1 year,1 año,1 Jahr,1 an,1 jaar,1 Jahr,1 año,1 year
parent_survey_child_425,ChildAttendECKinderTime,2 years,2 years,2 años,2 Jahr,2 ans,2 jaar,2 Jahre,2 años,2 years
parent_survey_child_426,ChildAttendECKinderTime,3 years,3 years,3 años,3 Jahr,3 ans,3 jaar,3 Jahre,3 años,3 years
parent_survey_child_427,ChildAttendECKinderTime,4 years or more,4 years or more,4 años o más,4 Jahre oder mehr,4 ans ou plus,4 jaar of meer,4 Jahre oder mehr,4 años o más,4 years or more
parent_survey_child_428,ChildAttendPrimaryAge,How old was your child when he/she began the first grade of primary/elementary school?,How old was your child when he/she began the first grade of primary/elementary school?,¿Qué edad tenía su niño(a) cuando empezó el primer grado de escuela primaria?,"Wie alt war Ihr Kind, als es in die erste Klasse der Grundschule eingeschult wurde?",Quel âge avait votre enfant quand il/elle a commencé la première année de l'école primaire/élémentaire?,Hoe oud was uw kind toen hij/zij naar de eerste klas van de basisschool ging?,"Wie alt war Ihr Kind, als es in die erste Klasse der Grundschule eingeschult wurde?",¿Qué edad tenía su niño(a) cuando empezó el primer grado de escuela primaria?,How old was your child when he/she began the first grade of primary/elementary school?
parent_survey_child_429,ChildAttendPrimaryAge,5 years old or younger,5 years old or younger,5 años o menos,5 Jahre alt oder jünger,5 ans ou moins,5 jaar of jonger,5 Jahre alt oder jünger,5 años o menos,5 years old or younger
parent_survey_child_430,ChildAttendPrimaryAge,6 years old,6 years old,6 años,6 Jahre alt,6 ans,6 jaar,6 Jahre alt,6 años,6 years old
parent_survey_child_431,ChildAttendPrimaryAge,7 years old,7 years old,7 años,7 Jahre alt,7 ans,7 jaar,7 Jahre alt,7 años,7 years old
parent_survey_child_432,ChildAttendPrimaryAge,8 years old or older,8 years old or older,8 años o más,8 Jahre alt oder älter,8 ans ou plus,8 jaar of ouder,8 Jahre alt oder älter,8 años o más,8 years old or older
parent_survey_child_433,ChildEdAchieve,How far in his/her education do you expect your child to go?,How far in his/her education do you expect your child to go?,¿Cuál es nivel de educación más alto que usted espera que su niño(a) alcance?,"Was glauben Sie, welchen Bildungsabschluss wird ihr Kind voraussichtlich erreichen?",Jusqu'à quel niveau d'éducation prévoyez-vous que votre enfant ira ?,Hoe ver in zijn/haar opleiding verwacht u dat uw kind zal gaan?,"Was glauben Sie, welchen Bildungsabschluss wird ihr Kind voraussichtlich erreichen?",¿Cuál es nivel de educación más alto que usted espera que su niño(a) alcance?,How far in his/her education do you expect your child to go?
parent_survey_child_434,ChildEdAchieve,Less than high school,Less than high school,Primaria,Hauptschulabschluss,Moins que le secondaire,Minder dan middelbare school,Hauptschulabschluss,Primaria,Less than high school
parent_survey_child_435,ChildEdAchieve,GED or high school equivalency,GED or high school equivalency,Bachillerato incompleto,Realschulabschluss,GED ou équivalence de secondaire,MBO of middelbare school equivalent,Realschulabschluss,Bachillerato incompleto,GED or high school equivalency
parent_survey_child_436,ChildEdAchieve,Some college but no degree,Some college but no degree,Bachillerato completo o validación del bachillerato académico,Ausbildung,Certaines études collégiales mais sans diplôme,Een beetje hogere school maar zonder diploma,Ausbildung,Bachillerato completo o validación del bachillerato académico,Some college but no degree
parent_survey_child_437,ChildEdAchieve,High school diploma (or equivalent) plus technical training or certificate,High school diploma (or equivalent) plus technical training or certificate,"Pregrado, técnico o tecnólogo incompleto",niedriger als Abitur,Diplôme d'études secondaires (ou équivalent) plus formation technique ou certificat,Hogeschooldiploma (of gelijkwaardig) plus technische training of certificaat,niedriger als Abitur,"Pregrado, técnico o tecnólogo incompleto",High school diploma (or equivalent) plus technical training or certificate
parent_survey_child_438,ChildEdAchieve,Associate's degree,Associate's degree,Programa técnico o tecnólogo completo,allgemeine oder fachgebundene Hochschulreife,Diplôme d’associé,Associatiediploma,allgemeine oder fachgebundene Hochschulreife,Programa técnico o tecnólogo completo,Associate's degree
parent_survey_child_439,ChildEdAchieve,Bachelor's degree,Bachelor's degree,Pregrado completo,Bachelorabschluss,Baccalauréat,Bachelordiploma,Bachelorabschluss,Pregrado completo,Bachelor's degree
parent_survey_child_440,ChildEdAchieve,Master's degree,Master's degree,Maestría completo,Masterabschluss,Maîtrise,Masterdiploma,Masterabschluss,Maestría completo,Master's degree
parent_survey_child_441,ChildEdAchieve,Doctoral degree,Doctoral degree,Doctorado completo,Doktorgrad,Doctorat,Doctorale graad,Doktorgrad,Doctorado completo,Doctoral degree
parent_survey_child_442,ChildSchoolItems,How often does your child do the following:,How often does your child do the following:,Con qué frecuencia su niño(a) hace lo siguiente:,Wie oft macht Ihr Kind die folgenden Dinge:,À quelle fréquence votre enfant fait-il les actions suivantes :,Hoe vaak doet uw kind het volgende:,Wie oft macht Ihr Kind die folgenden Dinge:,Con qué frecuencia su niño(a) hace lo siguiente:,How often does your child do the following:
parent_survey_child_443,ChildSchoolItems,Never,Never,Nunca,Nie,Jamais,Nooit,Nie,Nunca,Never
parent_survey_child_444,ChildSchoolItems,Sometimes,Sometimes,A veces,Manchmal,Parfois,Soms,Manchmal,A veces,Sometimes
parent_survey_child_445,ChildSchoolItems,Usually,Usually,Con frecuencia,Gewöhnlich,Souvent,Gewoonlijk,Gewöhnlich,Con frecuencia,Usually
parent_survey_child_446,ChildSchoolItems,Always,Always,Siempre,Immer,Toujours,Altijd,Immer,Siempre,Always
parent_survey_child_447,ChildSchoolItems,Show interest and curiosity in new topics at school?,Show interest and curiosity in new topics at school?,¿Mostrar interés y curiosidad por aprender cosas nuevas?,Interesse und Neugierde an neuen Themen in der Schule zeigen?,Montrer de l'intérêt et de la curiosité pour de nouveaux sujets à l'école ?,Toont interesse en nieuwsgierigheid in nieuwe onderwerpen op school?,Interesse und Neugierde an neuen Themen in der Schule zeigen?,¿Mostrar interés y curiosidad por aprender cosas nuevas?,Show interest and curiosity in new topics at school?
parent_survey_child_448,ChildSchoolItems,Work to finish school-related tasks they start?,Work to finish school-related tasks they start?,¿Trabajar para terminar las tareas del colegio que ha iniciado?,"Arbeiten, um angefangene schulische Aufgaben zu beenden?",Travailler pour terminer les tâches scolaires qu'ils commencent ?,Werken om schoolgerelateerde taken die ze beginnen af te maken?,"Arbeiten, um angefangene schulische Aufgaben zu beenden?",¿Trabajar para terminar las tareas del colegio que ha iniciado?,Work to finish school-related tasks they start?
parent_survey_child_449,ChildSchoolItems,Stay calm and in control when faced with an academic challenge?,Stay calm and in control when faced with an academic challenge?,¿Mantenerse tranquilo(a) y bajo control cuando enfrenta un reto académico?,"Ruhig bleiben und die Kontrolle behalten, wenn sie vor einer schulischen Herausforderung stehen?",Rester calme et en contrôle face à un défi académique ?,Blijf kalm en onder controle als u wordt geconfronteerd met een academische uitdaging?,"Ruhig bleiben und die Kontrolle behalten, wenn sie vor einer schulischen Herausforderung stehen?",¿Mantenerse tranquilo(a) y bajo control cuando enfrenta un reto académico?,Stay calm and in control when faced with an academic challenge?
parent_survey_child_450,ChildSchoolItems,Care about doing well in school?,Care about doing well in school?,¿Preocuparse por que le vaya bien en la escuela?,"Sich darum bemühen, gut in der Schule zu sein?",Se soucier de réussir à l'école ?,Geven om goed te presteren op school?,"Sich darum bemühen, gut in der Schule zu sein?",¿Preocuparse por que le vaya bien en la escuela?,Care about doing well in school?
parent_survey_child_451,ChildSchoolItems,Do all required homework?,Do all required homework?,¿Cumplir con todas la tareas asignadas?,Alle erforderlichen Hausaufgaben machen?,Faire tous les devoirs requis ?,Doe al het vereiste huiswerk?,Alle erforderlichen Hausaufgaben machen?,¿Cumplir con todas la tareas asignadas?,Do all required homework?
parent_survey_child_452,ChildDeviceUse,"<b>ON MOST WEEKDAYS</b> (Monday-Friday), about how much time does your child spend in front of a TV, computer, cellphone, or other device watching programs, playing games, accessing the internet, or using social media? <i>Do not include time spent doing schoolwork.</i>","<b>ON MOST WEEKDAYS</b> (Monday-Friday), about how much time does your child spend in front of a TV, computer, cellphone, or other device watching programs, playing games, accessing the internet, or using social media? <i>Do not include time spent doing schoolwork.</i>","<b>DURANTE LOS DÍAS DE LA SEMANA</b> (lunes a viernes), ¿cuánto tiempo estima usted que pasa su niño(a) frente al televisor, la computadora, el teléfono celular u otro dispositivo electrónico viendo programas, jugando, navegando la internet o las redes sociales? <i>No incluya el tiempo dedicado a las tareas escolares.</i>","Wie viel Zeit hat Ihr Kind <b>AN DEN MEISTEN WOCHENTAGEN</b> (Montag-Freitag) vor dem Fernseher, Computer, Handy oder einem anderen Gerät verbracht, um sich Programme anzusehen, Spiele zu spielen, auf das Internet zuzugreifen oder Social Media zu nutzen? Berücksichtigen Sie nicht die Zeit, die sie mit Schularbeiten verbringen.","<b>PENDANT LA PLUPART DES JOURS DE SEMAINE</b> (lundi-vendredi), combien de temps environ votre enfant passe-t-il devant une télévision, un ordinateur, un téléphone portable ou un autre appareil regardant des programmes, jouant à des jeux, accédant à Internet ou utilisant les réseaux sociaux? <i>Ne pas inclure le temps consacré aux travaux scolaires.</i>","<b>IN DE MEESTE WERKDAGEN</b> (Maandag-Vrijdag), hoeveel tijd brengt uw kind ongeveer door voor een tv, computer, mobiel of ander apparaat om programma's te bekijken, spelletjes te spelen, internet te raadplegen of sociale media te gebruiken? <i>Inclusief de tijd die aan schoolwerk wordt besteed niet.</i>","Wie viel Zeit hat Ihr Kind <b>AN DEN MEISTEN WOCHENTAGEN</b> (Montag-Freitag) vor dem Fernseher, Computer, Handy oder einem anderen Gerät verbracht, um sich Programme anzusehen, Spiele zu spielen, auf das Internet zuzugreifen oder Social Media zu nutzen? Berücksichtigen Sie nicht die Zeit, die sie mit Schularbeiten verbringen.","<b>DURANTE LOS DÍAS DE LA SEMANA</b> (lunes a viernes), ¿cuánto tiempo estima usted que pasa su niño(a) frente al televisor, la computadora, el teléfono celular u otro dispositivo electrónico viendo programas, jugando, navegando la internet o las redes sociales? <i>No incluya el tiempo dedicado a las tareas escolares.</i>","<b>ON MOST WEEKDAYS</b> (Monday-Friday), about how much time does your child spend in front of a TV, computer, cellphone, or other device watching programs, playing games, accessing the internet, or using social media? <i>Do not include time spent doing schoolwork.</i>"
parent_survey_child_453,ChildDeviceUse,Less than 1 hour,Less than 1 hour,Menos de 1 hora,Weniger als 1 Stunde,Moins d'une heure,Minder dan 1 uur,Weniger als 1 Stunde,Menos de 1 hora,Less than 1 hour
parent_survey_child_454,ChildDeviceUse,1 hour,1 hour,1 hora,1 Stunde,1 heure,1 uur,1 Stunde,1 hora,1 hour
parent_survey_child_455,ChildDeviceUse,2 hours,2 hours,2 horas,2 Stunde,2 heures,2 uur,2 Stunden,2 horas,2 hours
parent_survey_child_456,ChildDeviceUse,3 hours,3 hours,3 horas,3 Stunde,3 heures,3 uur,3 Stunden,3 horas,3 hours
parent_survey_child_457,ChildDeviceUse,4 or more hours,4 or more hours,4 horas o más,4 oder mehr Stunden,4 heures ou plus,4 of meer uren,4 oder mehr Stunden,4 horas o más,4 or more hours
parent_survey_child_458,ChildPhone,Does your child have a smartphone?,Does your child have a smartphone?,¿Su niño(a) tiene un teléfono inteligente?,Besitzt Ihr Kind ein Smartphone?,Votre enfant possède-t-il un smartphone ?,Heeft uw kind een smartphone?,Besitzt Ihr Kind ein Smartphone?,¿Su niño(a) tiene un teléfono inteligente?,Does your child have a smartphone?
parent_survey_child_459,ChildPhone,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_460,ChildPhone,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_461,ChildPhoneAge,"If yes, at what age did they get it?","If yes, at what age did they get it?","En caso afirmativo, ¿a qué edad lo recibió?","Wenn ja, in welchem Alter hat es dies bekommen?","Si oui, à quel âge l'ont-ils eu ?","Zo ja, op welke leeftijd kreeg hij/zij het?","Wenn ja, in welchem Alter hat es dies bekommen?","En caso afirmativo, ¿a qué edad lo recibió?","If yes, at what age did they get it?"
parent_survey_child_462,ChildPhoneAge,years of age,years of age,años,Lebensjahre,ans,leeftijdsjaren,Lebensjahre,años,years of age
parent_survey_child_463,ChildSocialMedia,"Does your child have an account on any social media website such as Instagram, Tiktok, Meta, or others?","Does your child have an account on any social media website such as Instagram, Tiktok, Meta, or others?","¿Tiene su niño(a) una cuenta en alguna red social como Instagram, Tiktok, Meta u otra?","Hat Ihr Kind ein Konto auf einer Social-Media-Website wie Instagram, Tiktok, Meta oder anderen Seiten?","Votre enfant a-t-il un compte sur un site de média social tel qu'Instagram, TikTok, Meta ou autres ?","Heeft uw kind een account op een sociale mediaplatform zoals Instagram, Tiktok, Meta of anderen?","Hat Ihr Kind ein Konto auf einer Social-Media-Website wie Instagram, Tiktok, Meta oder anderen Seiten?","¿Tiene su niño(a) una cuenta en alguna red social como Instagram, Tiktok, Meta u otra?","Does your child have an account on any social media website such as Instagram, Tiktok, Meta, or others?"
parent_survey_child_464,ChildSocialMedia,Yes,Yes,Sí,Ja,Oui,Ja,Ja,Sí,Yes
parent_survey_child_465,ChildSocialMedia,No,No,No,Nein,Non,Nee,Nein,No,No
parent_survey_child_466,ChildEFQintro,"<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>","<b>We are interested how often, independently, and easily your child shows each behavior when occasions call for it. Children who excel at a specific behavior should receive 4 (the highest rating), whereas most children will be between 3 and 2. Those who are still developing and need a lot of support should receive a rating of 1. </b><br><br><b>4</b> = Always on their own (No support needed)<br><br>"
parent_survey_child_467,ChildEFQ1,<b>Pays attention when an adult is explaining or showing something<b/> (by listening carefully and/or watching with appropriate eye gaze/body orientation).,<b>Pays attention when an adult is explaining or showing something<b/> (by listening carefully and/or watching with appropriate eye gaze/body orientation).,<b>Presta atención cuando un adulto está explicando o mostrando algo</b> (escuchando atentamente y observando la demostración del adulto con contacto visual y orientación corporal adecuadas).,"<b>Passt auf, wenn ein Erwachsener etwas erklärt oder zeigt</b> (hört aufmerksam zu und/oder folgt dem Erwachsenen mit Blick oder Körperhaltung).",<b>Fait attention lorsque qu'un adulte explique ou montre quelque chose</b> (en écoutant attentivement et/ou en regardant avec un regard approprié/orientation corporelle).,<b>Let op wanneer een volwassene iets uitlegt of laat zien<b/>(door goed te luisteren en/of te kijken met de juiste oogopslag/oriëntatie van het lichaam).,"<b>Passt auf, wenn ein Erwachsener etwas erklärt oder zeigt</b> (hört aufmerksam zu und/oder folgt dem Erwachsenen mit Blick oder Körperhaltung).",<b>Presta atención cuando un adulto está explicando o mostrando algo</b> (escuchando atentamente y observando la demostración del adulto con contacto visual y orientación corporal adecuadas).,<b>Pays attention when an adult is explaining or showing something<b/> (by listening carefully and/or watching with appropriate eye gaze/body orientation).
parent_survey_child_468,ChildEFQ1,(4) Always on their own (No support needed),(4) Always on their own (No support needed),(4) Siempre por sí mismo (no necesita apoyo),(4) Immer allein (keine Unterstützung erforderlich),(4) Toujours par eux-mêmes (aucun soutien nécessaire),(4) Altijd zelfstandig (Geen ondersteuning nodig),(4) Immer allein (keine Unterstützung erforderlich),(4) Siempre por sí mismo (no necesita apoyo),(4) Always on their own (No support needed)
parent_survey_child_469,ChildEFQ1,(3) Mostly on their own (Brief reminders or support),(3) Mostly on their own (Brief reminders or support),(3) Generalmente por sí mismo (necesita poco apoyo o pocos recordatorios),(3) Meistens selbstständig (kurze Ermahnungen oder Unterstützung),(3) Principalement par eux-mêmes (rappels brèves ou soutien),(3) Meestal zelfstandig (Korte herinneringen of ondersteuning),(3) Meistens selbstständig (kurze Ermahnungen oder Unterstützung),(3) Generalmente por sí mismo (necesita poco apoyo o pocos recordatorios),(3) Mostly on their own (Brief reminders or support)
parent_survey_child_470,ChildEFQ1,(2) Sometimes on their own (Regular reminders or moderate support needed),(2) Sometimes on their own (Regular reminders or moderate support needed),(2) A veces por sí mismo (necesita apoyo moderado o recordatorios con frecuencia),(2) Manchmal selbstständig (regelmäßige Erinnerungen oder manchmal Unterstützung erforderlich),(2) Parfois par eux-mêmes (rappels réguliers ou soutien modéré nécessaire),(2) Soms zelfstandig (Regelmatige herinneringen of gematigde ondersteuning nodig),(2) Manchmal selbstständig (regelmäßige Erinnerungen oder manchmal Unterstützung erforderlich),(2) A veces por sí mismo (necesita apoyo moderado o recordatorios con frecuencia),(2) Sometimes on their own (Regular reminders or moderate support needed)
parent_survey_child_471,ChildEFQ1,(1) Not able on their own (Requires a lot of support),(1) Not able on their own (Requires a lot of support),(1) No puede por sí mismo (necesita mucho apoyo),"(1) Nicht in der Lage, selbstständig zu sein (benötigt viel Unterstützung)",(1) Incapable seul (nécessite beaucoup de soutien),(1) Niet zelfstandig (Veel ondersteuning vereist),"(1) Nicht in der Lage, selbstständig zu sein (benötigt viel Unterstützung)",(1) No puede por sí mismo (necesita mucho apoyo),(1) Not able on their own (Requires a lot of support)
