item_id,source,translation,score
memory-game-instruct3,You're going to choose the squares in the same order.,nan,0.26523205637931824
memory-game-instruct4,Watch carefully! Try to remember the order.,nan,0.3067868649959564
memory-game-forward-prompt,Choose the squares in the same order.,nan,0.30192747712135315
memory-game-forward-try-again,That's not quite right. Please try again. Choose the squares in the same order.,nan,0.2968136966228485
memory-game-instruct5,This time the game won't tell you if you're right or wrong. Let’s start playing the memory game!,nan,0.2942878305912018
memory-game-instruct6,Now let's play the memory game in reverse!,nan,0.36257800459861755
memory-game-instruct7,Let’s start playing the memory game!,nan,0.3770517408847809
memory-game-backward-prompt,Choose the squares in the backward order.,nan,0.29111143946647644
memory-game-backward-try-again,That's not quite right. Please try again. Choose the squares in the backward order.,nan,0.2935201823711395
heart-instruct1,This is the heart game. Here's how you play it.,nan,0.2309119701385498
heart-instruct2,"When you see a heart, press the button on the same side.",nan,0.2645801603794098
hearts-and-flowers-try-again,That's not quite right. Please try again.,nan,0.3602486848831177
heart-practice-feedback1,The heart is on the right side. Press the right button.,nan,0.24630877375602722
hearts-and-flowers-practice-time,Time to practice!,nan,0.49148011207580566
heart-practice-feedback2,"Remember! When you see a HEART, press the button on the SAME side.",nan,0.2630566656589508
hearts-and-flowers-instruct1,This time the game will go faster. It won't tell you if you are right or wrong. Try to keep up!,nan,0.280576229095459
hearts-and-flowers-instruct2,"Try to answer as fast as you can without making mistakes. If you make a mistake, just keep going!",nan,0.2899126708507538
hearts-and-flowers-play-time,Time to play!,nan,0.40439653396606445
flower-instruct1,This is the flower game. Here's how you play it.,nan,0.23841726779937744
flower-instruct2,"When you see a flower, press the button on the opposite side.",nan,0.2655726969242096
flower-practice-feedback1,The flower is on the left side. Press the right button.,nan,0.25390416383743286
flower-practice-feedback2,"When you see a FLOWER, press the button on the OPPOSITE side.",nan,0.24712136387825012
hearts-and-flowers-instruct3,"Now, we're going to play a game with hearts and flowers.",nan,0.2789563834667206
hearts-and-flowers-encourage1,Try to keep up!,nan,0.3393495976924896
hearts-and-flowers-encourage2,"If you make a mistake, just keep going!",nan,0.3410218060016632
hearts-and-flowers-end,Great job! You completed the game!,nan,0.31637346744537354
vocab-item-001,the acorn,nan,0.3791588842868805
vocab-item-002,the aloe,nan,0.5213103294372559
vocab-item-003,the antenna,nan,0.4840796887874603
vocab-item-004,the artichoke,nan,0.4693576395511627
vocab-item-005,the bamboo,nan,0.47115543484687805
vocab-item-006,the barrel,nan,0.3545747697353363
vocab-item-007,the blender,nan,0.3588818609714508
vocab-item-008,the blower,nan,0.3269328773021698
vocab-item-009,the bouquet,nan,0.39849063754081726
vocab-item-010,the buffet,nan,0.3862208425998688
vocab-item-011,the bulldozer,nan,0.2778845727443695
vocab-item-012,the cake,nan,0.42467284202575684
vocab-item-013,the caramel,nan,0.4312742054462433
vocab-item-014,the carousel,nan,0.366575688123703
vocab-item-015,the carrot,nan,0.4142979085445404
vocab-item-016,the cassette,nan,0.36320018768310547
vocab-item-017,the cheese,nan,0.4055215120315552
vocab-item-018,the cloak,nan,0.398493230342865
vocab-item-019,the clothespin,nan,0.36925265192985535
vocab-item-020,the coaster,nan,0.3743823170661926
vocab-item-021,the cork,nan,0.3543950617313385
vocab-item-022,the cornbread,nan,0.3916116952896118
vocab-item-023,the corset,nan,0.36912670731544495
vocab-item-024,the dumpling,nan,0.3855200707912445
vocab-item-025,the elbow,nan,0.4217962920665741
vocab-item-026,the fan,nan,0.38893452286720276
vocab-item-027,the foam,nan,0.448175847530365
vocab-item-028,the footbath,nan,0.32635536789894104
vocab-item-029,the fruitcake,nan,0.37659159302711487
vocab-item-030,the gutter,nan,0.4063873589038849
vocab-item-031,the hamster,nan,0.6623510122299194
vocab-item-032,the hedgehog,nan,0.40565434098243713
vocab-item-033,the hoe,nan,0.3795497715473175
vocab-item-034,the hopscotch,nan,0.3164849877357483
vocab-item-035,the kimono,nan,0.4314783811569214
vocab-item-036,the latch,nan,0.35744816064834595
vocab-item-037,the locker,nan,0.366707444190979
vocab-item-038,the lollipop,nan,0.4192429184913635
vocab-item-039,the map,nan,0.37236061692237854
vocab-item-040,the marshmallow,nan,0.44722476601600647
vocab-item-041,the net,nan,0.3884723484516144
vocab-item-042,the oil,nan,0.3629210889339447
vocab-item-043,the omelet,nan,0.4622746407985687
vocab-item-044,the pie,nan,0.3744679391384125
vocab-item-045,the pistachio,nan,0.33860158920288086
vocab-item-046,the pitcher,nan,0.3723169267177582
vocab-item-047,the potato,nan,0.5481550693511963
vocab-item-048,the prism,nan,0.4231221079826355
vocab-item-049,the puddle,nan,0.5115956664085388
vocab-item-050,the pump,nan,0.36030176281929016
vocab-item-051,the rice,nan,0.3965696394443512
vocab-item-052,the saddle,nan,0.38792434334754944
vocab-item-053,the sandbag,nan,0.3646126091480255
vocab-item-054,the scaffolding,nan,0.3126178979873657
vocab-item-055,the scoop,nan,0.40185341238975525
vocab-item-056,the seagull,nan,0.46647265553474426
vocab-item-057,the ship,nan,0.37325480580329895
vocab-item-058,the shower,nan,0.4070660173892975
vocab-item-059,the silverware,nan,0.3268122673034668
vocab-item-060,the sink,nan,0.37108635902404785
vocab-item-061,the ski,nan,0.37304210662841797
vocab-item-062,the sloth,nan,0.43588829040527344
vocab-item-063,the snail,nan,0.783248782157898
vocab-item-064,the sorbet,nan,0.4272729158401489
vocab-item-065,the spatula,nan,0.4098877012729645
vocab-item-066,the sprinkler,nan,0.3724304437637329
vocab-item-067,the squash,nan,0.37189069390296936
vocab-item-068,the squirrel,nan,0.49130669236183167
vocab-item-069,the stew,nan,0.3590417206287384
vocab-item-070,the rubber band,nan,0.34262993931770325
vocab-item-071,the stump,nan,0.4031459391117096
vocab-item-072,the sunflower,nan,0.38542988896369934
vocab-item-073,the swordfish,nan,0.36254221200942993
vocab-item-074,the tapestry,nan,0.43622708320617676
vocab-item-075,the teabag,nan,0.37048712372779846
vocab-item-076,the telescope,nan,0.4709848463535309
vocab-item-077,the thermos,nan,0.39509889483451843
vocab-item-078,the treasure,nan,0.41365131735801697
vocab-item-079,the trumpet,nan,0.4051506817340851
vocab-item-080,the tulip,nan,0.5436256527900696
vocab-item-081,the turbine,nan,0.32632002234458923
vocab-item-082,the turkey,nan,0.49491652846336365
vocab-item-083,the turtle,nan,0.5574324727058411
vocab-item-084,the typewriter,nan,0.35494452714920044
vocab-item-085,the watermelon,nan,0.45075535774230957
vocab-item-086,the waterwheel,nan,0.3512882888317108
vocab-item-087,the ant,nan,0.7516183853149414
vocab-item-088,the ball,nan,0.362701416015625
vocab-item-089,the bear,nan,0.5878720879554749
vocab-item-090,the duck,nan,0.6955941319465637
vocab-item-091,the fork,nan,0.3601374328136444
vocab-item-092,the kitten,nan,0.7351545095443726
vocab-item-093,the knee,nan,0.4019186794757843
vocab-item-094,the milkshake,nan,0.4168173372745514
vocab-item-095,the skin,nan,0.5208672881126404
vocab-item-096,the wall,nan,0.39534103870391846
vocab-item-097,the wheel,nan,0.4101366698741913
vocab-item-098,the farm,nan,0.4397302567958832
vocab-item-099,juggling,nan,0.35808461904525757
vocab-item-100,the dressing,nan,0.38479700684547424
vocab-item-101,the roof,nan,0.42296624183654785
vocab-item-102,peeking,nan,0.3720504939556122
vocab-item-103,the ruler,nan,0.3640001714229584
vocab-item-104,the tunnel,nan,0.37712305784225464
vocab-item-105,the envelope,nan,0.391591340303421
vocab-item-106,the diamond,nan,0.36917367577552795
vocab-item-107,the calendar,nan,0.4263013005256653
vocab-item-108,the panda,nan,0.4944382905960083
vocab-item-109,the arrow,nan,0.351541131734848
vocab-item-110,picking,nan,0.39343181252479553
vocab-item-111,dripping,nan,0.3590450584888458
vocab-item-112,the knight,nan,0.48156216740608215
vocab-item-113,delivering,nan,0.40018001198768616
vocab-item-114,the dentist,nan,0.5295045971870422
vocab-item-115,the claw,nan,0.3569273054599762
vocab-item-116,the uniform,nan,0.3864830434322357
vocab-item-117,furry,nan,0.41231900453567505
vocab-item-118,the cormorant,nan,0.5275634527206421
vocab-item-119,fetch,nan,0.3492771089076996
vocab-item-120,the arcade,nan,0.381032794713974
vocab-item-121,the artifact,nan,0.4537372887134552
vocab-item-122,aversion,nan,0.41095682978630066
vocab-item-123,the beret,nan,0.332620769739151
vocab-item-124,applaud,nan,0.4208444058895111
vocab-item-125,timid,nan,0.5381474494934082
vocab-item-126,the camp,nan,0.4266350567340851
vocab-item-127,tumble,nan,0.37848538160324097
vocab-item-128,concentric,nan,0.3910540044307709
vocab-item-129,the confectionery,nan,0.37280362844467163
vocab-item-130,the couturier,nan,0.3289722204208374
vocab-item-131,degression,nan,0.3147592842578888
vocab-item-132,the divan,nan,0.46759364008903503
vocab-item-133,the wetland,nan,0.4924321174621582
vocab-item-134,the baywindow,nan,0.3513319492340088
vocab-item-135,the aesthete,nan,0.34857282042503357
vocab-item-136,ecstatic,nan,0.4002481997013092
vocab-item-137,rickety,nan,0.3529202342033386
vocab-item-138,gourmet,nan,0.4078729450702667
vocab-item-139,gesticulate,nan,0.45373091101646423
vocab-item-140,the facade,nan,0.47773709893226624
vocab-item-141,the slope,nan,0.46504533290863037
vocab-item-142,the habit,nan,0.4271985590457916
vocab-item-143,the intersection,nan,0.37190940976142883
vocab-item-144,the irrigation,nan,0.3258172273635864
vocab-item-145,the kazoo,nan,0.4268329441547394
vocab-item-146,chat,nan,0.40429922938346863
vocab-item-147,the colony,nan,0.35435059666633606
vocab-item-148,preserve,nan,0.37322133779525757
vocab-item-149,the awning,nan,0.49336937069892883
vocab-item-150,mammalogy,nan,0.42004451155662537
vocab-item-151,the metronome,nan,0.40376800298690796
vocab-item-152,the paleontologist,nan,0.37714913487434387
vocab-item-153,the percussion,nan,0.3458574116230011
vocab-item-154,the posterior,nan,0.38428226113319397
vocab-item-155,precarious,nan,0.4126744270324707
vocab-item-156,the arbor,nan,0.36853787302970886
vocab-item-157,resuscitation,nan,0.3453819751739502
vocab-item-158,the rosette,nan,0.4161757528781891
vocab-item-159,the saffron,nan,0.4011640250682831
vocab-item-160,mischievous,nan,0.3771321177482605
vocab-item-161,the skimmer,nan,0.3338293433189392
vocab-item-162,sedentary,nan,0.48701563477516174
vocab-item-163,the suede,nan,0.38223081827163696
vocab-item-164,the turnstile,nan,0.3438529074192047
vocab-item-165,the triad,nan,0.35586968064308167
vocab-item-166,dredging,nan,0.35714396834373474
vocab-item-167,urban,nan,0.43880000710487366
vocab-item-168,the steam,nan,0.3939136564731598
vocab-item-169,the vertebra,nan,0.4264416992664337
vocab-item-170,the bandage,nan,0.39030909538269043
vocab-instruct-1,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!",nan,0.3534186780452728
vocab-practice-1,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!",nan,0.2950088083744049
vocab-instruct-2,"Some words are hard, and that's okay. If you're not sure, just give your best guess!",nan,0.2767689526081085
vocab-instruct-3,"If you need to hear the word again, press the speaker button.",nan,0.28560370206832886
shared-intro-devices,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.",nan,0.2832282483577728
shared-choose-picture-press-arrow,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.",nan,0.26125386357307434
shared-intro-replay,You can press the replay button to hear things again. Try it now.,nan,0.32551074028015137
trog-instr1-matching,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.",nan,0.29422837495803833
ChildSurveyIntro,"These questions ask you about how you feel at school and some of the things you do at school. There are no right or wrong answers. Choose the answer that best describes what you think. No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time. The first two are for practice.",nan,0.3382891118526459
Example1Comic,Do you like to read comic books?,nan,0.4309927523136139
Example2Neat,Are you neat and tidy at school?,nan,0.3583526611328125
TeacherNice,Is your teacher nice to you?,nan,0.3883599638938904
TeacherLike,Does your teacher like you?,nan,0.31911221146583557
TeacherListen,Does your teacher listen to you?,nan,0.30486416816711426
SchoolFun,Is school fun?,nan,0.3835327625274658
SchoolEnjoy,Do you enjoy school?,nan,0.3658893406391144
SchoolHappy,Are you happy at school?,nan,0.3615470230579376
SchoolSafe,Do you feel safe at school?,nan,0.45783981680870056
ClassFriends,Do you have friends in your class?,nan,0.42198967933654785
ClassHelp,Do the kids in your class help you when you need it?,nan,0.4246930181980133
ClassPlay,Do the kids in your class play with you?,nan,0.3790062963962555
ClassNice,Are the kids in your class nice to you?,nan,0.3971840441226959
LonelySchool,Do you feel lonely at school?,nan,0.41220131516456604
LearningGood,Are you good at learning things in school?,nan,0.30285701155662537
SchoolGiveUp,"When schoolwork is hard, do you give up right away?",nan,0.31004849076271057
ReadingEnjoy,Do you enjoy doing reading activities at school?,nan,0.3108825087547302
MathEnjoy,Do you enjoy doing math activities at school?,nan,0.306039422750473
ReadingGood,Are you good at reading?,nan,0.42008304595947266
MathGood,Are you good at math?,nan,0.4302751123905182
GrowthMindSmart,Some kids think they can get smarter if they work really hard. Do you think that you can get smarter if you work really hard?,nan,0.39239171147346497
GrowthMindRead,Some kids think they can get better at reading if they work really hard. Do you think that you can get better at reading if you work really hard?,nan,0.3609549105167389
GrowthMindMath,Some kids think they can get better at math if they work really hard. Do you think that you can get better at math if you work really hard?,nan,0.3692934513092041
ChildSurveyRespoonses,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time",nan,0.33322790265083313
ToM-scene7-instruct1,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.",nan,0.2893502116203308
ToM-scene7-instruct2,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.",nan,0.23560723662376404
ToM-scene7-instruct3,So now it’s playtime and Diana wants her toy.,nan,0.2775081992149353
ToM-scene7-q1-false_belief,Where will Diana look for her toy?,nan,0.3334693908691406
ToM-scene7-q2-reality_check,And where is her toy really?,nan,0.31458809971809387
desk,In the desk,nan,0.36969083547592163
drawer,In the drawer,nan,0.3739815056324005
ToM-scene8-instruct1,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.",nan,0.2567923665046692
ToM-scene8-instruct2,"And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?",nan,0.23531889915466309
ToM-scene8-instruct3,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.",nan,0.24966546893119812
ToM-scene8-q1-false_belief,"Now, when Allie comes in from outside, where will she look first for her pencil?",nan,0.27414795756340027
top,On top of the shelf above the backpack shelf,nan,0.28870847821235657
behind,Behind the backpack shelf,nan,0.3270188271999359
ToM-scene-8-instruct4,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!",nan,0.20389971137046814
ToM-scene-8-q2-emotion_reasoning,How do you think Mike feels about Allie reaching for that pencil?,nan,0.4132271707057953
ToM-scene-8-q3-emotion_reasoning,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,nan,0.4615838825702667
ToM-scene-8-q4-false_belief,Is Allie being mean and naughty for taking Mike’s pencil?,nan,0.30207547545433044
ToM-scene-8-q5-false_belief,Should Allie get in trouble with the teacher for taking Mike’s pencil?,nan,0.2893732786178589
ToM-scene-8-q6-reality_check,Can you help Mike find his pencil? Is it on top of the shelf or behind the backpack shelf?,nan,0.3518947660923004
ToM-scene-8-q7-reality_check,Can you help Allie find her pencil? Is it on top of the shelf or behind the backpack shelf?,nan,0.3190919756889343
ToM-scene-9-instruct1,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark is drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills.",nan,0.2563195526599884
ToM-scene-9-instruct2,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!",nan,0.22924795746803284
ToM-scene-9-q1-reality_check,What did Mark mean to draw?,nan,0.28529781103134155
hill,A hill,nan,0.5544130802154541
cup,A cup,nan,0.40553122758865356
ToM-scene-9-q2-false_belief,"When Mom sees the picture, what book will she give Mark? ",nan,0.2754882276058197
ToM-scene-9-q3-reality_check,What book does Mark really want? ,nan,0.31058984994888306
hillsbook,The book about hills,nan,0.31762707233428955
cupbook,The book about cups,nan,0.315573126077652
ToM-scene-9-q4-emotion_reasoning,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?",nan,0.3215196132659912
ToM-scene-10-instruct1,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.,nan,0.32611390948295593
ToM-scene-10-instruct2,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.",nan,0.26318982243537903
ToM-scene-10-q1-emotion_reasoning,How does Megan feel about being the only child without a storybook?,nan,0.3685149848461151
ToM-scene-10-q2-emotion_reasoning,How would Megan feel if she received a book?,nan,0.3408777415752411
ToM-scene-10-instruct3,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” Brian tells Teacher Sarah, “No, there is no storybook left. They are all being used right now.”",nan,0.25959938764572144
ToM-scene-10-q3-reality_check,Is Brian lying?,nan,0.383928507566452
ToM-scene-10-q4-reality_check,"Is there still a storybook left, that isn’t being used right now?",nan,0.28135254979133606
ToM-scene-10-instruct4,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”",nan,0.2790144383907318
ToM-scene-10-q5-false_belief,Is Teacher Sarah lying?,nan,0.3691845238208771
ToM-scene-10-q6-reality_check,"Is there still a storybook left, that isn’t being used right now?",nan,0.28135254979133606
ToM-scene-11-instruct1,"This is Josh. Earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.",nan,0.27428755164146423
ToM-scene-11-instruct2,"Josh’s mom just walked in and Josh asks his mom to get one of the toys. Josh tells his mom, “I want the small ball!”",nan,0.2685200870037079
ToM-scene-11-q1-reference,Which ball will mom get for Josh?,nan,0.2868945598602295
ToM-scene-11-q2-reality_check,Which ball does Josh want?,nan,0.3380909860134125
baseball,The small baseball,nan,0.34895047545433044
soccerball,The medium sized soccer ball,nan,0.33210769295692444
big-basketball,The big basketball,nan,0.3444634974002838
ToM-scene-11-q3-emotion_reasoning,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,nan,0.36901089549064636
ToM-scene-11-q4-emotion_reasoning,How do you think Josh would feel if he had received the correct toy?,nan,0.45787593722343445
ToM-scene-12-instruct1,"This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her yellow ball at recess.",nan,0.31482067704200745
ToM-scene-12-instruct2,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.",nan,0.2496117353439331
ToM-scene-12-q1-false_belief,Which toy does Dad think Emma wants to bring to school?,nan,0.5250040888786316
ToM-scene-12-instruct3,"Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her yellow ball. Dad goes to pack Emma’s bag, but can’t find her yellow ball in the toy box! But dad finds a blue ball in the toy box, so he packs the blue ball for Emma instead.",nan,0.24478602409362793
ToM-scene-12-q2-false_belief,Does Emma know that Dad packed the blue ball?,nan,0.29319214820861816
ToM-scene-12-q3-false_belief,Which ball does Emma think Dad packed?,nan,0.28184470534324646
yellowball,The yellow ball,nan,0.35143253207206726
redball,The red ball,nan,0.33564093708992004
blueball,The blue ball,nan,0.3837805986404419
ToM-scene-12-instruct4,"On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”.",nan,0.32172438502311707
ToM-scene-12-q4-reality_check,What toy does Emma want?,nan,0.4396737813949585
ToM-scene-12-q5-reality_check,What toy did Dad pack for Emma?,nan,0.3560989797115326
ToM-scene-12-instruct5,Emma is very happy to play with her ball.,nan,0.3345727026462555
ToM-scene13-instruct1,"Here is Gabriel. This afternoon at school, Gabriel put his pencil in his pencil box.",nan,0.2702057957649231
ToM-scene13-instruct2,"But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket.",nan,0.28021976351737976
ToM-scene13-instruct3,"So now it’s time for class, and Gabriel wants his pencil.",nan,0.2674912214279175
ToM-scene13-q1-false_belief,Where will Gabriel look for his pencil?,nan,0.3285517990589142
box,In the box,nan,0.365736722946167
basket,In the basket,nan,0.3735022246837616
ToM-scene13-q2-reality_check,And where is his pencil really?,nan,0.30709242820739746
ToM-scene14-instruct1,"This afternoon when he came home, Bobby put his soccer ball on the table.",nan,0.2976239025592804
ToM-scene14-instruct2,"And then he went outside to play, see? Here’s Bobby playing outside. And while he was outside playing, Bobby’s soccer ball fell off the table and onto the floor.",nan,0.2653660178184509
ToM-scene14-instruct3,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing.",nan,0.2760041356086731
ToM-scene14-q1-false_belief,"Now, when Bobby comes in from outside, where will he look first for his soccer ball?",nan,0.29767879843711853
table,On the table,nan,0.3579961359500885
floor,On the floor,nan,0.3875870108604431
ToM-scene-14-instruct4,"Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!",nan,0.22492173314094543
ToM-scene-14-q2-emotion_reasoning,How do you think Anna feels about Bobby reaching for that soccer ball?,nan,0.4147375822067261
ToM-scene-14-q3-emotion_reasoning,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,nan,0.4440203607082367
ToM-scene-14-q4-false_belief,Is Bobby being mean and naughty for taking Anna’s soccer ball?,nan,0.32755792140960693
ToM-scene-14-q5-false_belief,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,nan,0.3231145739555359
ToM-scene-14-q6-reality_check,Can you help Anna find her soccer ball? Is it on the table or on the floor?,nan,0.3379970192909241
ToM-scene-14-q7-reality_check,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,nan,0.37527236342430115
ToM-scene-15-instruct1,"Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ",nan,0.287008136510849
ToM-scene-15-instruct2,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.",nan,0.2754337787628174
ToM-scene-15-q1-reality_check,What did Johnny mean to draw?,nan,0.30151450634002686
flowerbush,A flower bush,nan,0.36560916900634766
rocks,A rock,nan,0.4505591094493866
ToM-scene-15-q2-false_belief,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?",nan,0.30137401819229126
ToM-scene-15-q3-reality_check,Can you help them find where Johnny really is?,nan,0.39150968194007874
behind-flowerbush,Behind the flower bush,nan,0.3334275186061859
behind-rock,Behind the rock,nan,0.3626299798488617
ToM-scene-15-q4-emotion_reasoning,"Look, Alex and Beth found Johnny, and won the game! How do you think Alex and Beth feel about winning the game?",nan,0.30620643496513367
ToM-scene-16-instruct1,Dad tells James and Sophie to get ready for school. Dad tells them to put on their shoes.,nan,0.31703415513038635
ToM-scene-16-instruct2,Sophie can’t find one of her shoes! She’s looking everywhere but she can't find it.,nan,0.2885732352733612
ToM-scene-16-q1-emotion_reasoning,How does Sophie feel about losing her shoe? ,nan,0.40901049971580505
ToM-scene-16-q2-emotion_reasoning,How would Sophie feel if she found her shoe?,nan,0.34638041257858276
ToM-scene-16-instruct3,"Sophie can't find her shoe because earlier in the day, when no one was looking, James played a trick on Sophie and hid her shoe in the toy box.",nan,0.33127573132514954
ToM-scene-16-instruct4,"So Sophie looks everywhere and she can’t find her shoe. Dad gets mad at Sophie, because she lost her shoe and now they are late for school.",nan,0.2869381904602051
ToM-scene-16-q3-false_belief,Is it fair that Dad is mad at Sophie for losing her shoe?,nan,0.29912930727005005
ToM-scene-16-q4-reference,Is Dad mad at James?,nan,0.42717745900154114
ToM-scene-16-q5-reference,Is Sophie mad at James?,nan,0.46455520391464233
ToM-scene-16-instruct5,"When James sees that Dad is mad at Sophie, he goes to the toy box and gets the shoe, and gives it back to Sophie.",nan,0.3152424991130829
ToM-scene-16-q6-reference,Is Dad mad at Sophie now?,nan,0.41841426491737366
ToM-scene-16-q7-reference,Is Dad mad at James now?,nan,0.4305945634841919
ToM-scene-16-q8-reference,Is Sophie mad at James now?,nan,0.47952547669410706
ToM-scene-16-instruct6,"James tells Sophie that he’s very sorry, and Sophie and Dad forgive James. They all hug.",nan,0.35983115434646606
ToM-scene-17-instruct1,"This is Mika. Mika’s mom owns a bookshop, and sometimes Mika helps out. Earlier today, Mika was organizing books on tables and shelves. Mika put a very large stack of blue books on the desk, a medium-sized stack of red books on the table, and a small stack of yellow books on the shelf.",nan,0.30011409521102905
ToM-scene-17-instruct2,"Mika’s mom just walked in. Mom asks Mika for one of the books. Mika remembers where the book is, and tells mom, “The book is in the small stack!”",nan,0.3051392138004303
ToM-scene-17-q1-reference,Which stack of books will mom look in?,nan,0.32508987188339233
ToM-scene-17-q2-reality_check,Which stack of books was Mika talking about?,nan,0.3990268409252167
bluestack,The large blue stack,nan,0.3161725699901581
redstack,The medium sized red stack,nan,0.3032606542110443
yellowstack,The small yellow stack,nan,0.31718358397483826
ToM-scene-17-q3-emotion_reasoning,Mom looks in the wrong stack of books and can’t find the book that she wanted. How do you think Mom feels about not finding the book she wanted?,nan,0.29213106632232666
ToM-scene-17-q4-emotion_reasoning,How do you think Mom would feel if she could find the book she wanted?,nan,0.3719925582408905
ToM-scene-18-instruct1,"George and Kat are playing together. They look outside and see a new toy shop across the street. Kat decides to go buy some new toys at the toy shop. Kat asks George what toy he would like to have, and George says he would like a new basketball.",nan,0.36208266019821167
ToM-scene-18-instruct2,"While Kat is walking to the toy shop, George changes his mind and yells to Kat, “Actually, can I please have some crayons?” But Kat did not hear George ask for crayons.",nan,0.2682720720767975
ToM-scene-18-q1-false_belief,Which toy does Kat think George wants from the toy shop?,nan,0.43714725971221924
ToM-scene-18-instruct3,"Kat didn’t hear George say that he wanted crayons. So Kat thinks George wants a basketball. Kat goes to the toy shop, but then the shop owner says that they don’t have any basketballs! But they do have storybooks, so Kat buys a storybook for George instead.",nan,0.32698261737823486
ToM-scene-18-q2-false_belief,Does George know that Kat bought a storybook?,nan,0.3510180115699768
ToM-scene-18-q3-false_belief,What does George think Kat bought at the toy shop?,nan,0.362995982170105
basketball,A basketball,nan,0.3583982288837433
storybook,A storybook,nan,0.37853047251701355
crayons,Crayons,nan,0.35571032762527466
ToM-scene-18-instruct4,"Kat comes back and tells George, “I’m so sorry, I couldn’t buy you a basketball because the store didn’t have any.”",nan,0.30511799454689026
ToM-scene-18-q4-reality_check,What toy does George want?,nan,0.40794888138771057
ToM-scene-18-q5-reality_check,What toy did Kat buy for George?,nan,0.4386421740055084
ToM-scene-18-instruct5,George is very happy to play with his new storybook.,nan,0.33263909816741943
inferenceInstructions2,Welcome to ROAR - Inference,nan,0.3317326605319977
inferenceInstructions,Read each story carefully. Think about what happened in the story and what you know. Choose the best answer for each question.,nan,0.38719555735588074
sds-your-turn,Now it's your turn!,nan,0.5083415508270264
sds-prompt3-demo-heavy,Here is another picture. I have to choose which of these pictures is the same as this new picture.,nan,0.279358446598053
