Identifier,Labels,Translation
vocab-item-092,vocab,chaton
vocab-item-093,vocab,genoux
vocab-item-094,vocab,milkshake
vocab-item-095,vocab,peau
vocab-item-096,vocab,mur
vocab-item-097,vocab,roue
vocab-item-098,vocab,ferme
vocab-item-099,vocab,jonglerie
vocab-item-100,vocab,pansement
vocab-item-101,vocab,toit
vocab-item-102,vocab,aperçu
vocab-item-103,vocab,Règle
vocab-item-104,vocab,tunnel
vocab-item-105,vocab,Enveloppe
vocab-item-106,vocab,diamant
vocab-item-107,vocab,Calendrier
vocab-item-108,vocab,panda
vocab-item-109,vocab,flèche
vocab-item-110,vocab,cueillette
vocab-item-111,vocab,gouttant
vocab-item-112,vocab,chevalier
vocab-item-113,vocab,livraison
vocab-item-114,vocab,dentiste
vocab-item-115,vocab,griffe
vocab-item-116,vocab,uniforme
vocab-item-117,vocab,fourrure
vocab-item-118,vocab,cormorant
vocab-item-119,vocab,extraire
vocab-item-120,vocab,arcade
vocab-item-121,vocab,artefact
vocab-item-122,vocab,aversion
vocab-item-123,vocab,béret
vocab-item-124,vocab,applaudir
vocab-item-125,vocab,timide
vocab-item-126,vocab,campement
vocab-item-127,vocab,chute
vocab-item-128,vocab,concentrique
vocab-item-129,vocab,confiserie
vocab-item-130,vocab,couturier
vocab-item-131,vocab,dégression
vocab-item-132,vocab,divan
vocab-item-133,vocab,zones humides
vocab-item-134,vocab,fenêtrage
vocab-item-135,vocab,aesthete
vocab-item-136,vocab,ecstatique
vocab-item-137,vocab,rickety
vocab-item-138,vocab,gourmet
vocab-item-139,vocab,gesticuler
vocab-item-140,vocab,façade
vocab-item-141,vocab,pente
vocab-item-142,vocab,Habitude
vocab-item-143,vocab,intersection
vocab-item-144,vocab,irrigation
vocab-item-145,vocab,kazoo
vocab-item-146,vocab,tchat
vocab-item-147,vocab,colonie
vocab-item-148,vocab,Préserver
vocab-item-149,vocab,awning
vocab-item-150,vocab,mammifère
vocab-item-151,vocab,metronome
vocab-item-152,vocab,paléontologue
vocab-item-153,vocab,percussion
vocab-item-154,vocab,postérieur
vocab-item-155,vocab,précaire
vocab-item-156,vocab,arbore
vocab-item-157,vocab,réanimation
vocab-item-158,vocab,Rosette
vocab-item-159,vocab,saffron
vocab-item-160,vocab,mischievous
vocab-item-161,vocab,skimmer
vocab-item-162,vocab,sédentaire
vocab-item-163,vocab,suede
vocab-item-164,vocab,tourniquet
vocab-item-165,vocab,triad
vocab-item-166,vocab,dredging
vocab-item-167,vocab,Urbain
vocab-item-168,vocab,vapeur
vocab-item-169,vocab,vertebra
vocab-item-170,vocab,bandage
vocab-instruct-1,vocab,"Dans ce jeu, vous allez écouter les mots et regarder différentes images. Ton travail est de choisir la photo qui correspond au mot !"
vocab-practice-1,vocab,"Vous allez voir des images différentes, par exemple une photo d'une pomme et une photo d'une carotte. Ensuite, tu entendras un mot pour l'une des photos. Assure-toi de choisir l'image qui correspond au mot !"
vocab-instruct-2,vocab,"« Certains mots sont durs, et c'est normal. Si vous n'êtes pas sûr, il suffit de donner votre meilleure supposition! »"
vocab-instruct-3,vocab,"Si vous devez entendre le mot à nouveau, appuyez sur le bouton du haut-parleur."
01_intro,vocab,"Bienvenue sur une nouvelle planète que nous venons de découvrir avec des extraterrestres amicaux appelés Zorps. Les Zorps sont intéressés à en apprendre davantage sur le genre de choses que nous avons sur Terre. Au fur et à mesure que vous les aidez à apprendre, ils vont nous faire visiter leur planète. Pouvez-vous nous aider ? Avec quel extraterrestre voulez-vous voyager ? Choisissez un extraterrestre pour votre voyage."
02_intro_t,vocab,"Super! Ils vont nous montrer des photos différentes. Par exemple, une photo d'une pomme et une photo d'une carotte. Ensuite, tu entendras un mot pour l'une des images : ton travail est de choisir la photo qui correspond au mot !"
03_intro_1,vocab,"Essayez de faire de votre mieux. Certains mots sont difficiles, et c'est normal. Si vous n'êtes pas sûr, il suffit de donner votre meilleure supposition. Si vous devez entendre le mot à nouveau, appuyez sur le bouton du haut-parleur."
03_intro_t,vocab,"Quand vous apprenez aux extraterrestres les mots, ils sont si heureux qu'ils allument quelques étoiles dans le ciel. Cliquez pour continuer."
06_ready_t,vocab,Génial ! Êtes-vous prêt à commencer le voyage ? Cliquez pour commencer.
07_mid1_t,vocab,Merci de votre aide. Vous avez atteint un avant-poste de Zogga pendant votre voyage. Vous rencontrez un nouveau Zorp qui vous montre une nouvelle machine cool qu'ils ont inventée. Wow ! Allons-y !
08_mid2_t,vocab," Après quelques jours d'exploration de la planète avec vos nouveaux amis, vous tombez sur un lac. Là, vous rencontrez un autre Zorp, Sellick, amical qui étudie les animaux qui vivent près de l'eau. Cliquez pour continuer."
09_final_t,vocab,Nous avons tous beaucoup appris. Merci pour votre aide ! Vous êtes arrivé à la station spatiale où vous pouvez monter sur un vaisseau spatial pour retourner sur Terre. Revenons bientôt! Cliquez pour terminer le jeu.
break1_ns,vocab,Excellent travail ! Vous êtes un tiers du chemin. N'hésitez pas à faire une courte pause et à continuer quand vous êtes prêt.
break2_ns,vocab,Excellent travail ! Vous êtes les deux tiers du chemin. N'hésitez pas à prendre une courte pause et à continuer quand vous êtes prêt.
end_ns,vocab,Merci d'avoir complété l'activité du vocabulaire.
intro1_ns,vocab,"Bienvenue dans l'activité du vocabulaire! Dans cette activité, vous allez écouter les mots et regarder les différentes images. Ton travail est de choisir la photo qui correspond au mot !"
intro2_ns,vocab,"Vous allez voir des images différentes, par exemple une photo d'une pomme et une photo d'une carotte. Ensuite, tu entendras un mot pour l'une des photos. Assure-toi de choisir l'image qui correspond au mot !"
intro3_ns,vocab,"Essayez de faire de votre mieux. Certains mots sont difficiles, et c'est normal. Si vous n'êtes pas sûr, il suffit de donner votre meilleure supposition. Si vous devez entendre le mot à nouveau, appuyez sur le bouton du haut-parleur."
ready_ns,vocab,Génial ! Commençons maintenant l'activité réelle.
task-finished,general,Vous avez terminé le jeu. Merci!
math-adult-instructions-1,math,"Dans cette tâche, on vous donnera une série de problèmes mathématiques qui sont appropriés pour les enfants d'âge scolaire, y compris l'ajout simple, la soustraction, la multiplication et d'autres types de problèmes. Veuillez prendre votre temps pour répondre correctement aux questions. La plupart des questions sont des choix multiples, et vous pouvez utiliser les flèches du clavier ou votre souris pour sélectionner la réponse."
general-footer,general,Cliquez sur le bouton ci-dessous ou appuyez sur <b>TOUTE CLÉ</b> pour continuer
instructions,general,instructions
math-adult-instructions-2,math,"Il y aura aussi quelques problèmes de ligne numérotée qui vous demanderont de faire glisser un curseur à la position indiquée. Enfin, certaines questions nécessitent une écoute audio, donc assurez-vous que vos haut-parleurs sont allumés et que le volume est ajusté. L'audio peut être répété en cliquant sur le bouton avec l'icône du haut-parleur dans le coin supérieur droit. Merci pour votre participation!"
math-post-practice,math,"Maintenant que vous savez à quoi vous attendre, commençons. Merci pour votre participation!"
mental-rotation-adult-instructions1,mental-rotation,"Dans cette tâche, on vous montrera une série d'images (par ex. un lapin), et a demandé lequel des deux silhouettes (contours de l'image) correspondent, si elles étaient tournées (*pas* retournées). Veuillez essayer de répondre avec précision, mais aussi rapidement. Merci pour votre participation!"
feedbackCorrect,general,Super! C'est vrai.
memory-game-display,memory-game,Regardez les carrés s'illuminer.
memory-game-input,memory-game,Touchez les carrés dans le même ordre.
general-encourage,general,Continuez !
ToM-by-accident,theory-of-mind,par accident
ToM-on-purpose,theory-of-mind,en fonction
general-intro1,general,Bonjour ! Nous sommes heureux de vous voir jouer avec nous aujourd'hui !
general-intro2,general,"Tout d'abord, vous pouvez choisir un copain pour jouer avec vous. Au fur et à mesure que tu termines les différents jeux, tu pourras choisir un accessoire comme un chapeau ou des lunettes pour décorer ton copain."
pick-buddy,general,Choisissez un ami avec qui jouer !
general-intro3,general,"Maintenant que vous avez votre ami, nous voulons vous expliquer comment fonctionnent les jeux."
general-intro4,general,"Pendant les jeux, vous devrez écouter les instructions afin de vous assurer que vos haut-parleurs sont bien allumés et que le volume correspond à votre goût. Si vous avez besoin d'entendre les instructions à nouveau, vous pouvez cliquer sur le bouton haut-parleur dans le coin de votre écran."
general-intro5,general,. 
task-finished,general,Vous avez terminé le jeu. Merci!
continue-button-text,general,Ok
close-button-text,general,Fermer
general-footer,general,Cliquez sur le bouton ci-dessous ou appuyez sur <b>TOUTE CLÉ</b> pour continuer
instructions,general,instructions
general-encourage,general,Continuez !
feedbackCorrect,general,Super! C'est vrai.
feedback-try-again,general,Veuillez essayer à nouveau!
feedback-good-job,general,Bravo !
feedback-nice-work,general,Beau travail !
replay-button,general,Appuyez sur le bouton haut-parleur si vous voulez que la question soit répétée.
general-fullscreen,general,Basculer en mode plein écran
general-repeat-instructions,general,On dirait que c'est un peu compliqué ! Examinons les instructions.
general-keyboard-instructions,general,"Si vous voulez utiliser votre clavier pour répondre à une question, appuyez sur la touche fléchée affichée à côté de votre choix."
intro-finished,general,Vous avez terminé les instructions. Merci !
general-exit,general,Quitter
task-completion,general,Vous avez terminé ce jeu. Merci !
matrix-reasoning-instruct1,matrix-reasoning,"Nous allons te montrer un puzzle, et ton travail est de choisir la meilleure pièce pour compléter le puzzle. Commençons !"
matrix-reasoning-instruct2,matrix-reasoning,Vous voyez ce grand puzzle ? Il manque une pièce ! Quelle pièce va dans le puzzle ?
matrix-reasoning-prompt1,matrix-reasoning,Choisissez le meilleur modèle à remplir dans le vide.
mental-rotation,mental-rotation,Voyez-vous ces deux contours ? On va avec cette forme. Voyons lequel va avec la forme.
mental-rotation-training-instruct2,mental-rotation,Voyons si cette forme va avec le contour. Cette forme ne va pas avec le contour.
mental-rotation-training-instruct3,mental-rotation,Voyons si cette forme va avec le contour. Cette forme va avec le contour.
mental-rotation-test-instruct4,mental-rotation,Maintenant tu essaies ! Peux-tu trouver la forme qui va avec le contour ?
mental-rotation-instruct-3D,mental-rotation,Maintenant tu verras des images qui montrent des blocs avec trois côtés. Ta tâche est de choisir l'image correspondante.
mental-rotation-prompt2,mental-rotation,Choisissez l'image qui correspond à celle-ci.
mental-rotation-prompt1,mental-rotation,Choisissez l'image correspondante.
math-instructions1,math,"Dans ce jeu, vous allez faire quelques problèmes de mathématiques. Certains seront comme ceux que vous faites à l'école et d'autres seront un peu différents de ce que vous faites à l'école. Certaines questions peuvent être faciles pour vous et d'autres peuvent être difficiles. Cela va bien! Faites de votre mieux et prenez votre temps. La plupart des questions auront quatre choix. Tu choisis celui que tu penses être juste. Commençons !"
number-comparison-prompt1,math,Quel nombre est plus grand ?
number-comparison-prompt2,math,Lequel est le plus grand ?
number-identification-prompt1,math,Choisissez le numéro que vous entendez.
missing-number-prompt1,math,Quel nombre va dans le vide?
missing-number-prompt2,math,Quel nombre va ici?
addition-prompt1,math,Ajoutez les chiffres et choisissez la bonne réponse.
addition-prompt2,math,Ajouter les numéros.
subtraction-prompt1,math,Soustraire les chiffres et choisir la bonne réponse.
subtraction-prompt2,math,Soustraire les nombres.
multiplication-prompt1,math,Multipliez les nombres et choisissez la bonne réponse.
multiplication-prompt2,math,Multiplie les nombres.
number-line-instruct1,math,Voici une ligne numérotée. Vous pouvez déplacer la ligne rouge vers l'avant et vers l'arrière le long de la ligne noire. Déplacez la ligne rouge pour qu'elle soit au bon endroit pour montrer où le nombre s'adapterait. Assurez-vous de regarder les nombres à chaque extrémité lorsque vous décidez où déplacer la ligne rouge.
number-line-prompt1,math,Choisissez le numéro indiqué sur la ligne numérotée.
number-line-slider-prompt1,math,Déplacez la ligne rouge pour marquer le nombre.
number-identification-1,math,Choisissez le numéro 1.
number-identification-2,math,Choisissez le 2.
number-identification-3,math,Choisissez le 9.
number-identification-4,math,Choisissez le 0.
number-identification-5,math,Choisissez les 12.
number-identification-6,math,Choisissez les 30.
number-identification-7,math,Choisissez le 22.
number-identification-8,math,Choisissez le 45.
number-identification-9,math,Choisissez le 39.
number-identification-10,math,Choisissez le 23.
number-identification-11,math,Choisissez le 48.
number-identification-12,math,Choisissez le 91.
number-identification-13,math,Choisissez le 33.
number-identification-14,math,Choisissez le 74.
number-identification-15,math,Choisissez le 87.
number-identification-16,math,Choisissez le 65.
number-identification-17,math,Choisissez le 108.
number-identification-18,math,Choisissez le 245.
number-identification-19,math,Choisissez le 587.
number-identification-20,math,Choisissez le 731.
number-identification-21,math,Choisissez le 989.
trog-instruct1,trog,"Maintenant nous allons jouer à un jeu qui corresponde ! Je vais dire quelques mots, et vous choisissez l'image qui va avec ce que je dis. Commençons !"
trog-prompt1,trog,Choisissez la photo de la...
trog-prompt2,trog,Choisir l'image de...
trog-prompt3,trog,Choisissez l'image qui apparaît...
trog-item-1,trog,Choisissez la photo de la chaussure.
trog-item-2,trog,Choisissez la photo de l'oiseau.
trog-item-3,trog,Choisissez la photo de la peau.
trog-item-4,trog,Choisissez la photo de la pomme.
trog-item-5,trog,Choisissez la photo qui montre la nourriture.
trog-item-6,trog,Choisissez la photo qui montre la cueillette.
trog-item-7,trog,Choisissez la photo qui montre la séance.
trog-item-8,trog,Choisissez l'image qui montre en cours d'exécution.
trog-item-9,trog,Choisissez la photo qui montre longuement.
trog-item-10,trog,Choisissez la photo qui montre haut.
trog-item-11,trog,Choisissez l'image qui s'affiche en rouge.
trog-item-12,trog,Choisissez la photo qui montre le noir.
trog-item-13,trog,le garçon coule
trog-item-14,trog,la grande tasse
trog-item-15,trog,le chien est assis
trog-item-16,trog,la boule rouge
trog-item-17,trog,le garçon ne fonctionne pas
trog-item-18,trog,le chien ne boit pas
trog-item-19,trog,la fille ne saute pas
trog-item-20,trog,le chien n'est pas assis
trog-item-21,trog,le garçon saute au-dessus de la boîte
trog-item-22,trog,la fille est assise sur la table
trog-item-23,trog,l'homme mange la pomme
trog-item-24,trog,la dame porte le sac
trog-item-25,trog,ils sont assis sur la table
trog-item-26,trog,la vache les regarde
trog-item-27,trog,ils sautent par-dessus le mur
trog-item-28,trog,l'éléphant les porte
trog-item-29,trog,la fille pousse le cheval
trog-item-30,trog,le garçon chasse les moutons
trog-item-31,trog,l'homme traque le chien
trog-item-32,trog,la vache pousse la dame
trog-item-33,trog,elle est assise sur la chaise
trog-item-34,trog,la dame le porte
trog-item-35,trog,il est assis dans l'arbre
trog-item-36,trog,le cheval la regarde
trog-item-37,trog,les chats regardent la boule
trog-item-38,trog,le garçon se tient sur les chaises
trog-item-39,trog,les garçons choisissent les pommes
trog-item-40,trog,la fille lâche les tasses
trog-item-41,trog,la fourche est plus longue que le crayon
trog-item-42,trog,la boîte est plus grande que la tasse
trog-item-43,trog,la chaussure est plus grande que l'oiseau
trog-item-44,trog,le cheval est plus grand que le mur
trog-item-45,trog,la fille est chassée par le cheval
trog-item-46,trog,l'éléphant est poussé par le garçon
trog-item-47,trog,le cheval est chassé par l'homme
trog-item-48,trog,la vache est poussée par l'homme
trog-item-49,trog,le gobelet est dans la boîte
trog-item-50,trog,le crayon est sur la boîte
trog-item-51,trog,le cercle est dans l'étoile
trog-item-52,trog,la fourchette est à la chaussure
trog-item-53,trog,le garçon poursuivant le cheval est grand
trog-item-54,trog,le crayon sur la chaussure est bleu
trog-item-55,trog,la vache chassant le chat est brun
trog-item-56,trog,le cercle dans l'étoile est jaune
trog-item-57,trog,la boîte mais pas la chaise est rouge
trog-item-58,trog,le chat est grand mais pas noir
trog-item-59,trog,le cheval mais pas le garçon est debout
trog-item-60,trog,le garçon est assis mais ne mange pas
trog-item-61,trog,le crayon est au-dessus de la fleur
trog-item-62,trog,le peigne est sous la cuillère
trog-item-63,trog,l'étoile est au-dessus du cercle
trog-item-64,trog,le carré est en dessous de l'étoile
trog-item-65,trog,non seulement l'oiseau mais aussi la fleur est bleue
trog-item-66,trog,"la boîte est non seulement grande, mais aussi bleue"
trog-item-67,trog,"non seulement la fille, mais aussi le chat est assis"
trog-item-68,trog,"la fille a non seulement de la nourriture, mais aussi une boisson"
trog-item-69,trog,le crayon est sur le livre jaune
trog-item-70,trog,la fille traque le chien qui est grand
trog-item-71,trog,le carré est dans l'étoile bleue
trog-item-72,trog,le chien poursuit le cheval qui est brun
trog-item-73,trog,ni le chien ni la boule ne sont bruns
trog-item-74,trog,le crayon n'est ni long ni rouge
trog-item-75,trog,ni le garçon ni le cheval ne courent
trog-item-76,trog,le garçon n'a ni chapeau ni chaussures
trog-item-77,trog,le livre sur lequel le crayon est est rouge
trog-item-78,trog,le chat que la vache chase est noir
trog-item-79,trog,le cercle dans lequel se trouve l'étoile est rouge
trog-item-80,trog,le garçon que le chien chasse est grand
trog-item-81,trog,le cheval buvait de l'eau près de la grange et le mouton mangeait de l'herbe par la clôture
trog-item-82,trog,l'élève a ouvert le bloc-notes et dessiné un arbre
trog-item-83,trog,nous aurons un pique-nique dans le parc si c'est ensoleillé
trog-item-84,trog,il a trouvé ses clés sous le canapé avec les oreillers
trog-item-85,trog,elle est le jardinier qui porte le chapeau qui a une fleur
trog-item-86,trog,Elle se glissa sur un rocher et lâcha ses livres.
trog-item-87,trog,L'enseignant donnera aux élèves un gâteau s'ils se tiennent dans une ligne.
trog-item-88,trog,Nous danserons ensemble s'il y a de la musique.
trog-item-89,trog,"Bien qu'il soit chaud à l'extérieur, je porte une veste avec une capuche."
trog-item-90,trog,"Il aime la natation, mais il a choisi de jouer au football avec ses amis."
trog-item-91,trog,"Malgré le bruit dans la salle de classe, elle s'est concentrée sur la lecture de son cahier."
trog-item-92,trog,Il portait le chapeau du clown malgré sa grande taille.
trog-item-93,trog,Le canard qui suit la tortue se promène sur le pont.
trog-item-94,trog,"En poussant la table avec mon pied, un livre a chuté."
trog-item-95,trog,La personne traque le chien qui est grand.
trog-item-96,trog,La jeune fille portant un sac à dos a été montrée une fleur par son ami.
trog-item-97,trog,"Les enfants ont nettoyé la chambre, mais ils ont oublié de ranger le train."
trog-item-98,trog,Le singe n'a ni mangé la banane ni basculé sur la vigne.
trog-item-99,trog,"Sa mère a dit que ce serait du soleil, mais il a beaucoup pleuré."
trog-item-100,trog,Le plan qui est gris est au-dessus des nuages.
trog-item-101,trog,Le poisson nage sous une baleine et une tortue de mer.
trog-item-102,trog,La voiture que le camion a suivie se dirige vers le tunnel.
trog-item-103,trog,"Au lieu de faire des devoirs, elle a fait un puzzle dans sa chambre."
yes,theory-of-mind,Oui
no,theory-of-mind,non
happy,theory-of-mind,heureux
sad,theory-of-mind,triste
angry,theory-of-mind,en colère
scared,theory-of-mind,effrayé
calm,theory-of-mind,calme
proud,theory-of-mind,fier
disgusted,theory-of-mind,dégoûté
surprised,theory-of-mind,surprise
ToM-intro,theory-of-mind,"Il s'agit du jeu Historiques. Dans ce jeu, vous écouterez quelques histoires. Vous pourrez ensuite répondre à des questions sur les histoires."
ToM-transition,theory-of-mind,Beau travail! Voici une nouvelle histoire.
ToM-scene1-instruct1,theory-of-mind,"Voici Madison : ce matin, Madison a mis son livre derrière la chaise, parce qu’elle ne voulait pas que quelqu’un le trouve. "
ToM-scene1-instruct2,theory-of-mind,"Mais quand Madison était en dehors de jouer, quelqu'un l'a trouvé, et l'a caché sous le tapis. "
ToM-scene1-instruct3,theory-of-mind,Il est maintenant temps de lire et Madison veut son livre.
ToM-scene1-q1-false_belief,theory-of-mind,Où Madison va-t-elle chercher le premier livre ?
chair,theory-of-mind,Derrière la chaise
rug,theory-of-mind,Sous le tapis
ToM-scene1-q2-reality_check,theory-of-mind,Et où est vraiment son livre ?
ToM-scene2-instruct1,theory-of-mind,"Ce matin, quand il est venu à l'école, Ethan a mis son livre sur l'étagère au-dessus des crochets de manteau, le livre d'Ethan est bleu! "
ToM-scene2-instruct2,theory-of-mind,"Et puis il est sorti pour jouer, voir? Voici Ethan jouer dehors. Et pendant qu’il était en dehors du jeu, le livre d’Ethan est tombé du haut des crochets sur le plancher sous les manteaux, voir ? "
ToM-scene2-instruct3,theory-of-mind,"Puis Hannah entre et Hannah met son livre au-dessus des crochets de manteau. Le livre de Hannah est aussi bleu! Ethan est encore en dehors de jouer, donc il n'a pas vu ce que faisait Hannah."
ToM-scene2-q1-false_belief,theory-of-mind,"Maintenant, quand Ethan viendra de l'extérieur, où va-t-il chercher son livre en premier?"
shelf,theory-of-mind,Sur l'étagère
coats,theory-of-mind,Sous les manteaux
ToM-scene2-instruct4,theory-of-mind,"Voyons ce qu'il fait. Oh, regardez, voici Ethan pour atteindre ce livre sur l'étagère. Et maintenant, Hannah voit Ethan atteindre pour ce livre... le livre qui est celui d'Hannah!"
ToM-scene2-q2-emotion_reasoning,theory-of-mind,Que pensez-vous qu'Hannah se sent pour Ethan d'atteindre ce livre? 
ToM-scene2-q7-emotion_reasoning,theory-of-mind,Comment pensez-vous qu'Hannah se sentirait si elle n'avait pas vu Ethan atteindre le livre?
ToM-scene2-q3-false_belief,theory-of-mind,Est-ce que Ethan est méchant et méchant pour avoir pris le livre d'Hannah?
ToM-scene2-q4-false_belief,theory-of-mind,Ethan doit-il se mettre en difficulté avec le professeur pour avoir pris le livre de Hannah?
ToM-scene2-q5-reality_check,theory-of-mind,"Vous pouvez aider Hannah à trouver son livre, sur l'étagère ou sous les manteaux?"
ToM-scene2-q6-reality_check,theory-of-mind,Pouvez-vous aider Ethan à trouver son livre ?
ToM-scene3-instruct1,theory-of-mind,"Joshua, Isabel et Ivan jouent à un jeu. Voici comment se déroule le jeu: un enfant se cache, mais dessine un indice dans le bac à sable pour que les autres enfants puissent les trouver. "
ToM-scene3-instruct2,theory-of-mind,"Ivan va donc en premier. Il dessine cet indice dans le bac à sable, puis il va se cacher. "
ToM-scene3-instruct3,theory-of-mind,C'est maintenant au tour de Josué de laisser un indice et de se cacher. Isabel et Ivan essaieront alors d'utiliser l'indice pour le trouver.
ToM-scene3-instruct4,theory-of-mind,"Josué décide de se cacher derrière la fontaine. Il essaye de dessiner la fontaine, avec la partie inférieure et l'eau qui en sorte. Mais le dessin ressemble à un arbre à la place ! Alors Joshua va et se cache derrière la fontaine."
ToM-scene3-q1,theory-of-mind,Que voulait dire Josué dessiner?
fountain,theory-of-mind,Une fontaine
tree,theory-of-mind,Un arbre
ToM-scene3-q2-false_belief,theory-of-mind,"Quand Isabel et Ivan verront cet indice, où chercheront-ils d'abord Josué? "
ToM-scene3-q2-reality_check,theory-of-mind,Pouvez-vous les aider à trouver où se trouve Joshua ?
behind-fountain,theory-of-mind,Derrière la fontaine
behind-tree,theory-of-mind,Derrière l'arbre
ToM-scene3-q3-emotion_reasoning,theory-of-mind,"Regardez, Isabel et Ivan ont trouvé Joshua et gagné le jeu! Que pensez-vous d'Isabel pour gagner le jeu?"
ToM-scene4-instruct1,theory-of-mind,"Maintenant les jeux sont terminés, et il est presque temps de rentrer chez vous, la mère dit aux enfants de trouver tous leurs jouets. "
ToM-scene4-instruct2,theory-of-mind,"Joshua a amené son camion de jouets avec lui dans le parc, mais maintenant il ne peut pas le trouver. Il regarde partout, mais il ne le trouve pas. "
ToM-scene4-q1-emotion_reasoning,theory-of-mind,Que pense Joshua de la perte de son camion?
ToM-scene4-q8-emotion_reasoning,theory-of-mind,Comment Joshua se sentirait-il s'il trouvait son camion?
ToM-scene4-instruct3,theory-of-mind,"Joshua ne peut pas trouver son camion parce que plus tôt dans la journée, quand personne ne regardait, Isabel a pris le camion de jouets et l'a enterré dans le bac à sable. "
ToM-scene4-instruct4,theory-of-mind,Joshua regarde donc partout et il ne peut pas trouver son camion de jouets.
ToM-scene4-q2,theory-of-mind,Est-il juste que Mère soit fou à Joshua pour avoir perdu son camion ?
ToM-scene4-q3,theory-of-mind,La mère est-elle folle à Isabel? 
ToM-scene4-q4-false_belief,theory-of-mind,Josué est-il fou à Isabel? 
ToM-scene4-instruct5,theory-of-mind,"Quand Isabel voit que la mère est fou à Josué, Elle va au bac à sable et creuse le camion de jouets, et le renvoie à Joshua."
ToM-scene4-q5,theory-of-mind,La mère est-elle fou à Josué maintenant?
ToM-scene4-q6,theory-of-mind,La mère est-elle fou à Isabel maintenant?
ToM-scene4-q7,theory-of-mind,Josué est-il fou à Isabel maintenant?
ToM-scene4-instruct6,theory-of-mind,"Isabel dit à Joshua qu’elle est très désolée, et elle lui donne un gros câlin, Joshua lui redonne un gros câlin et Mère y rejoint."
ToM-scene5-instruct1,theory-of-mind,"C'est Katie. Plus tôt aujourd'hui, la mère de Katie nettoyait la maison, tandis que Katie regardait. Maman a laissé trois tasses dans la cuisine. Il y a une petite tasse sur le comptoir, une tasse de taille moyenne sur la table, et une grande tasse qu'elle a mise haut sur l'étagère. "
ToM-scene5-instruct2,theory-of-mind,Katie et Papa viennent d'entrer et Katie demande à son père de lui donner une tasse. Katie lui dit : « Je veux la grosse tasse ! »
ToM-scene5-q1,theory-of-mind,Quel gobelet papa donnera-t-il à Katie?
ToM-scene5-q2-reality_check,theory-of-mind,Quel gobelet veut Katie ?
small_cup,theory-of-mind,La petite tasse
medium_cup,theory-of-mind,Le gobelet de taille moyenne
large_cup,theory-of-mind,La grosse tasse
ToM-scene5-q3-emotion_reasoning,theory-of-mind,Que pense Katie de ne pas avoir la tasse voulue ?
ToM-scene5-q4-emotion_reasoning,theory-of-mind,Comment Katie se sentirait-elle si elle avait reçu la coupe qu'elle voulait?
ToM-scene6-instruct1,theory-of-mind,"Sam et Maria jouent ensemble, ils regardent dehors et voient un nouveau magasin de l'autre côté de la rue. Maria dit à Sam : « Je vais acheter de nouvelles chemises pour nous là-bas », et elle s’éloigne."
ToM-scene6-instruct2,theory-of-mind,"La mère rentre chez elle et elle dit à Sam qu'elle vient de marcher près de la boutique. « S'agit-il de vendre des chemises ? » demande Sam. « Non », dit ma mère, « Ils ne vendent que des chaussures », « Maria va probablement maintenant obtenir des chaussures dans le magasin », dit Sam."
ToM-scene6-q1,theory-of-mind,Maria sait-elle qu'ils vendent des chaussures dans le magasin?
ToM-scene6-instruct3,theory-of-mind,"Maria est arrivée à la boutique. « Je voudrais acheter des chemises », dit-elle. « Il ne nous reste plus que des chaussettes », dit le marchand. Comme Maria a aussi besoin de chaussettes, elle décide de se procurer des chaussettes."
ToM-scene6-q2,theory-of-mind,Sam sait-il que Maria a acheté des chaussettes?
ToM-scene6-q3,theory-of-mind,Qu'est-ce que Sam pense qu'ils vendent dans la boutique?
shoes,theory-of-mind,Chaussures
socks,theory-of-mind,Socks
shirts,theory-of-mind,Chemise
ToM-scene6-instruct4,theory-of-mind,"A son retour, Maria rencontre son papa et lui dit : « Je viens d’acheter des chaussettes. Je vais les partager avec mon frère Sam. C’est une surprise.»
« C’est gentil de vous », dit papa. Puis il demande à Maria: « Sam saurait-il ce que vous l’avez acheté ? »"
ToM-scene6-q4,theory-of-mind,Que dit Maria papa?
ToM-scene6-instruct5,theory-of-mind,Puis Papa demande : « Qu'est-ce que Sam pense qu'ils vendent dans la boutique? »
ToM-scene6-q5,theory-of-mind,Que dit Maria papa?
ToM-scene6-q6,theory-of-mind,Qu'est-ce que Sam pense qu'ils vendent dans la boutique?
ToM-scene6-instruct6,theory-of-mind,Sam est très heureux d'avoir ses nouvelles chaussettes.
hostile-attribution-scene1-instruct1,hostile-attribution,Imaginez que vous marchez jusqu'à l'école et que vous portez vos nouvelles chaussures. Vous aimez vraiment vos nouvelles chaussures et c'est le premier jour que vous les avez portées.
hostile-attribution-scene1-instruct2,hostile-attribution,Vous tombez dans une flaque de boue et vos nouvelles chaussures se bouillonnent.
hostile-attribution-scene1-q1,hostile-attribution,Pensez-vous que le garçon vous a caressé à dessein ou par accident?
hostile-attribution-scene1-q2,hostile-attribution,"Maintenant, choisissez l'un des trois choix comme celui que vous feriez :"
hostile-attribution-scene1-q2-ans1,hostile-attribution,nettoyer mes chaussures
hostile-attribution-scene1-q2-ans2,hostile-attribution,s'éloigner du garçon
hostile-attribution-scene1-q2-ans3,hostile-attribution,pousser le garçon dans la boue
