Identifier,Labels,Translation
vocab-instruct-1,vocab,"En este juego, escucharás palabras y observarás diferentes imágenes. ¡Tu tarea es elegir la imagen que coincida con la palabra!"
vocab-practice-1,vocab,"A continuación, verás algunas imágenes, por ejemplo, una imagen de una manzana y una imagen de una zanahoria. Luego, escucharás la palabra que identifica una de las imágenes. ¡Asegúrate de elegir la imagen que coincida con la palabra!"
vocab-instruct-2,vocab,"Algunas palabras son difíciles, pero no te preocupes, si tienes dudas, ¡haz tu mejor intento!"
vocab-instruct-3,vocab,"Si necesitas escuchar la palabra otra vez, presiona el botón del altavoz."
01_intro,vocab,"Welcome to a new planet we just discovered with friendly aliens called Zorps. Zorps are interested in learning more about the kinds of things we have on Earth. As you help them learn, they're going to take us on a tour of their planet. Can you help? Which alien do you want to journey with? Choose one alien for your journey."
02_intro_t,vocab,"Great! They're going to show us some different pictures. For example, a picture of an apple, and a picture of a carrot. Then, you'll hear a word for one of the pictures. Your job is to pick the picture that matches the word!"
03_intro_1,vocab,"Try to do your best. Some words are hard, and that's okay. If you're not sure, just give your best guess. If you need to hear the word again, press the speaker button."
03_intro_t,vocab,"When you teach the aliens the words, they are so happy that they light up some stars in the sky. Click to continue."
06_ready_t,vocab,Awesome! Are you ready to begin the journey? Click to start.
07_mid1_t,vocab,Thanks for helping out. You've reached a Zogga outpost on your journey. You meet a new Zorp who shows you a cool new machine they've invented. Wow! Let's go!
08_mid2_t,vocab," After a few days of exploring the planet with your new friends, you come across a lake. There you meet another friendly Zorp, Sellick, who studies the animals who live near the water. Click to continue."
09_final_t,vocab,We've all learned so much. Thanks for helping! You've made it to the space station where you can get on a space ship to go back to Earth. Let's come back soon! Click to finish the game.
break1_ns,vocab,Great job! You're one third of the way through. Feel free to take a short break and continue whenever you are ready.
break2_ns,vocab,Great job! You're two thirds of the way through. Feel free to take a short break and continue whenever you are ready.
end_ns,vocab,Thank you for completing the vocabulary activity.
intro1_ns,vocab,"Welcome to the vocabulary activity! In this activity, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!"
intro2_ns,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!"
intro3_ns,vocab,"Try to do your best. Some words are hard, and that's okay. If you're not sure, just give your best guess. If you need to hear the word again, press the speaker button."
ready_ns,vocab,Awesome! Let's start the real activity now.
task-finished,general,Has completado el juego. ¡Gracias!
math-adult-instructions-1,math,"In this task, you will be given a series of math problems that are appropriate for school-aged children, including simple addition, subtraction, multiplication, and other types of problems. Please take your time to answer the questions correctly. Most of the questions are multiple choice, and you can either use the keyboard arrows or your mouse to select the answer."
general-footer,general,Haz clic en el botón abajo o presiona <b>CUALQUIER TECLA</b> para continuar
instructions,general,instrucciones
math-adult-instructions-2,math,"There will also be some number line problems that require you to drag a slider to the indicated position. Finally, some questions require listening to audio, so please be sure your speakers are on and volume is adjusted. The audio can be repeated by clicking on the button with the speaker icon in the top right corner. Thank you for your participation!"
math-post-practice,math,"Now that you know what to expect, let's begin. Thank you for your participation!"
mental-rotation-adult-instructions1,mental-rotation,"In this task, you will be shown a series of images (e.g., a rabbit), and asked which of two silhouettes (outlines) the image matches, if it were rotated (*not* flipped). Please try to answer accurately, but also quickly. Thank you for your participation!"
feedbackCorrect,general,¡Genial! Eso es correcto.
memory-game-display,memory-game,Observa cómo se iluminan los cuadrados.
memory-game-input,memory-game,Selecciona los cuadrados en el orden en que fueron destacados.
general-encourage,general,¡Sigue adelante!
ToM-by-accident,theory-of-mind,by accident
ToM-on-purpose,theory-of-mind,on purpose
general-intro1,general,¡Hola! ¡Estamos encantados de que juegues hoy con nosotros!
general-intro2,general,"En primer lugar, tienes que elegir a un amigo para que juegue contigo. A medida que completes los diferentes juegos, podrás elegir un accesorio como un sombrero o unas gafas para decorar a tu amigo."
pick-buddy,general,Pick a buddy to play with!
general-intro3,general,"Ahora que ya tienes a tu amigo, queremos explicarte cómo funcionan los juegos."
general-intro4,general,"Durante los juegos tendrás que escuchar las instrucciones, así que asegúrate de que los altavoces están encendidos y el volumen está a tu gusto. Si necesitas volver a escuchar las instrucciones, presiona el botón del altavoz situado en la esquina superior de la pantalla."
general-intro5,general,"Puedes elegir tus respuestas de diferentes maneras dependiendo del tipo de tableta u ordenador que estés utilizando. Puedes utilizar un ratón o un panel táctil para hacer clic en tu elección, puedes utilizar las teclas de flecha del teclado o puedes tocar la pantalla si utilizas una tableta. Puedes elegir la forma que más te convenga.

Si tienes alguna duda o necesitas ayuda para empezar, pide ayuda al adulto que esté cerca."
task-finished,general,You've completed the game. Thank you!
continue-button-text,general,OK
close-button-text,general,Close
general-footer,general,Click the button below or press <b>ANY KEY</b> to continue
instructions,general,instructions
general-encourage,general,Keep Going!
feedbackCorrect,general,Great! That's right.
feedback-try-again,general,Please try again!
feedback-good-job,general,Good job!
feedback-nice-work,general,Nice work!
replay-button,general,Presiona el botón del altavoz si deseas que se repita la pregunta.
general-fullscreen,general,Switch to full screen mode
general-repeat-instructions,general,¡Parece que esto es un poco complicado! Repasemos las instrucciones.
general-keyboard-instructions,general,"Si quieres usar el teclado para responder una pregunta, haz click en la flecha que ves al lado de la opción que quieres seleccionar."
intro-finished,general,Has terminado las instrucciones. ¡Gracias!
general-exit,general,Exit
task-completion,general,You've finished this game. Thank you!
matrix-reasoning-instruct1,matrix-reasoning,"We’re going to show you a puzzle, and your job is to pick the best piece to complete the puzzle. Let's get started!"
matrix-reasoning-instruct2,matrix-reasoning,See this big puzzle? It's missing a piece! Which piece goes in the puzzle?
matrix-reasoning-prompt1,matrix-reasoning,Choose the best pattern to fill in the blank.
mental-rotation,mental-rotation,¿Ves estas dos siluetas? Una va con esta figura. Veamos cuál va con la figura.
mental-rotation-training-instruct2,mental-rotation,Veamos si esta figura va con la silueta. Esta figura no va con la silueta.
mental-rotation-training-instruct3,mental-rotation,Veamos si esta figura va con la silueta. Esta figura sí va con la silueta.
mental-rotation-test-instruct4,mental-rotation,"¡Ahora, inténtalo tú! ¿Puedes encontrar la figura que va con la silueta?"
mental-rotation-instruct-3D,mental-rotation,Ahora verás imágenes que muestran bloques con tres lados. Tu tarea es elegir la imagen que coincide.
mental-rotation-prompt2,mental-rotation,Choose the picture that matches this one.
mental-rotation-prompt1,mental-rotation,Choose the matching picture.
math-instructions1,math,"En este juego, harás algunos problemas de matemáticas. Algunos serán como los que haces en la escuela y otros serán un poco diferentes de los que haces en la escuela. Algunas preguntas te resultarán fáciles y otras difíciles. ¡No pasa nada! Esfuérzate al máximo y tómate tu tiempo. La mayoría de las preguntas tienen cuatro opciones. Eliges la que consideres correcta. ¡Empecemos!"
number-comparison-prompt1,math,Which number is larger?
number-comparison-prompt2,math,Which is larger?
number-identification-prompt1,math,Choose the number you hear.
missing-number-prompt1,math,What number goes in the blank?
missing-number-prompt2,math,What number goes here?
addition-prompt1,math,Add the numbers and choose the correct answer.
addition-prompt2,math,Add the numbers.
subtraction-prompt1,math,Subtract the numbers and choose the correct answer.
subtraction-prompt2,math,Subtract the numbers.
multiplication-prompt1,math,Multiply the numbers and choose the correct answer.
multiplication-prompt2,math,Multiply the numbers.
number-line-instruct1,math,Aquí tienes una recta numérica. Mira qué números están en los extremos. Puedes mover la barra roja hacia delante y hacia atrás a lo largo de la línea negra. Pon la barra roja en el lugar del número indicado.
number-line-prompt1,math,Choose the number that is marked on the number line.
number-line-slider-prompt1,math,Pon la barra roja sobre la linea recta en el lugar del número indicado.
number-identification-1,math,Choose the number 1.
number-identification-2,math,Choose the 2.
number-identification-3,math,Choose the 9.
number-identification-4,math,Choose the 0.
number-identification-5,math,Choose the 12.
number-identification-6,math,Choose the 30.
number-identification-7,math,Choose the 22.
number-identification-8,math,Choose the 45.
number-identification-9,math,Choose the 39.
number-identification-10,math,Choose the 23.
number-identification-11,math,Choose the 48.
number-identification-12,math,Choose the 91.
number-identification-13,math,Choose the 33.
number-identification-14,math,Choose the 74.
number-identification-15,math,Choose the 87.
number-identification-16,math,Choose the 65.
number-identification-17,math,Choose the 108.
number-identification-18,math,Choose the 245.
number-identification-19,math,Choose the 587.
number-identification-20,math,Choose the 731.
number-identification-21,math,Choose the 989.
trog-instruct1,trog,"Now we're going to play a matching game! I'm going to say some words, and you choose the picture that goes with what I say. Let's get started!"
trog-prompt1,trog,Choose the picture of the...
trog-prompt2,trog,Choose the picture of...
trog-prompt3,trog,Choose the picture that shows...
trog-item-1,trog,Choose the picture of the shoe.
trog-item-2,trog,Choose the picture of the bird.
trog-item-3,trog,Choose the picture of the comb.
trog-item-4,trog,Choose the picture of the apple.
trog-item-5,trog,Choose the picture that shows eating.
trog-item-6,trog,Choose the picture that shows picking.
trog-item-7,trog,Choose the picture that shows sitting.
trog-item-8,trog,Choose the picture that shows running.
trog-item-9,trog,Choose the picture that shows long.
trog-item-10,trog,Choose the picture that shows tall.
trog-item-11,trog,Choose the picture that shows red.
trog-item-12,trog,Choose the picture that shows black.
trog-item-13,trog,the boy is running
trog-item-14,trog,the big cup
trog-item-15,trog,the dog is sitting
trog-item-16,trog,the red ball
trog-item-17,trog,the boy is not running
trog-item-18,trog,the dog is not drinking
trog-item-19,trog,the girl is not jumping
trog-item-20,trog,the dog is not sitting
trog-item-21,trog,the boy is jumping over the box
trog-item-22,trog,the girl is sitting on the table
trog-item-23,trog,the man is eating the apple
trog-item-24,trog,the lady is carrying the bag
trog-item-25,trog,they are sitting on the table
trog-item-26,trog,the cow is looking at them
trog-item-27,trog,they are jumping over the wall
trog-item-28,trog,the elephant is carrying them
trog-item-29,trog,the girl is pushing the horse
trog-item-30,trog,the boy is chasing the sheep
trog-item-31,trog,the man is chasing the dog
trog-item-32,trog,the cow is pushing the lady
trog-item-33,trog,she is sitting on the chair
trog-item-34,trog,the lady is carrying him
trog-item-35,trog,he is sitting in the tree
trog-item-36,trog,the horse is looking at her
trog-item-37,trog,the cats look at the ball
trog-item-38,trog,the boy stands on the chairs
trog-item-39,trog,the boys pick the apples
trog-item-40,trog,the girl drops the cups
trog-item-41,trog,the fork is longer than the pencil
trog-item-42,trog,the box is bigger than the cup
trog-item-43,trog,the shoe is bigger than the bird
trog-item-44,trog,the horse is taller than the wall
trog-item-45,trog,the girl is chased by the horse
trog-item-46,trog,the elephant is pushed by the boy
trog-item-47,trog,the horse is chased by the man
trog-item-48,trog,the cow is pushed by the man
trog-item-49,trog,the cup is in the box
trog-item-50,trog,the pencil is on the box
trog-item-51,trog,the circle is in the star
trog-item-52,trog,the fork is on the shoe
trog-item-53,trog,the boy chasing the horse is tall
trog-item-54,trog,the pencil on the shoe is blue
trog-item-55,trog,the cow chasing the cat is brown
trog-item-56,trog,the circle in the star is yellow
trog-item-57,trog,the box but not the chair is red
trog-item-58,trog,the cat is big but not black
trog-item-59,trog,the horse but not the boy is standing
trog-item-60,trog,the boy is sitting but not eating
trog-item-61,trog,the pencil is above the flower
trog-item-62,trog,the comb is below the spoon
trog-item-63,trog,the star is above the circle
trog-item-64,trog,the square is below the star
trog-item-65,trog,not only the bird but also the flower is blue
trog-item-66,trog,the box is not only big but also blue
trog-item-67,trog,not only the girl but also the cat is sitting
trog-item-68,trog,the girl has not only food but also a drink
trog-item-69,trog,the pencil is on the book that is yellow
trog-item-70,trog,the girl chases the dog that is big
trog-item-71,trog,the square is in the star that is blue
trog-item-72,trog,the dog chases the horse that is brown
trog-item-73,trog,neither the dog nor the ball is brown
trog-item-74,trog,the pencil is neither long nor red
trog-item-75,trog,neither the boy nor the horse is running
trog-item-76,trog,the boy has neither hat nor shoes
trog-item-77,trog,the book the pencil is on is red
trog-item-78,trog,the cat the cow chases is black
trog-item-79,trog,the circle the star is in is red
trog-item-80,trog,the boy the dog chases is big
trog-item-81,trog,the horse drank water by the barn and the sheep ate grass by the fence
trog-item-82,trog,the student opened the notebook and drew a tree
trog-item-83,trog,we will have a picnic in the park if it is sunny
trog-item-84,trog,he found his keys under the couch with the pillows
trog-item-85,trog,she is the gardener who wears the hat that has a flower
trog-item-86,trog,She tripped on a rock and dropped her books.
trog-item-87,trog,The teacher will give the students cake if they stand in a line.
trog-item-88,trog,We will dance together if there is music playing.
trog-item-89,trog,"Although it is hot outside, I am wearing a jacket with a hood."
trog-item-90,trog,"Le gusta nadar. Sin embargo, elijió jugar fútbol con sus amigos."
trog-item-91,trog,"Despite the noise in the classroom, she focused on reading her notebook."
trog-item-92,trog,He wore the clown's hat despite its large size.
trog-item-93,trog,The duck following the turtle is walking across the bridge.
trog-item-94,trog,Bumping the table with my foot caused a book to fall.
trog-item-95,trog,The person chases the dog that is big.
trog-item-96,trog,A la niña que llevaba el morral su amiga le mostró una flor.
trog-item-97,trog,"The kids cleaned the room, but forgot to put away the train."
trog-item-98,trog,El mono no se comió el plátano ni se columpió en la liana.
trog-item-99,trog,"Her mom said it would be sunny. However, it rained heavily."
trog-item-100,trog,The plane that is gray is above the clouds.
trog-item-101,trog,The fish swim beneath a whale and a sea turtle.
trog-item-102,trog,The car that the truck followed is driving toward the tunnel.
trog-item-103,trog,Instead of doing homework she did a puzzle in her room.
yes,theory-of-mind,sí
no,theory-of-mind,no
happy,theory-of-mind,feliz
sad,theory-of-mind,triste
angry,theory-of-mind,enojado
scared,theory-of-mind,asustado
calm,theory-of-mind,tranquilo
proud,theory-of-mind,orgulloso
disgusted,theory-of-mind,asqueado
surprised,theory-of-mind,sorprendido
ToM-intro,theory-of-mind,Este es el Juego de las historias. En este juego vas a escuchar algunas historias y luego vas a responder preguntas sobre esas historias.
ToM-transition,theory-of-mind,¡Bien hecho! Ahora vamos con una nueva historia.
ToM-scene1-instruct1,theory-of-mind,"Here is Madison. This morning, Madison put her book behind the chair, because she didn’t want anyone to find it. "
ToM-scene1-instruct2,theory-of-mind,"But when Madison was outside playing, someone did find it! And hid it under the rug. "
ToM-scene1-instruct3,theory-of-mind,So now it’s reading time and Madison wants her book.
ToM-scene1-q1-false_belief,theory-of-mind,¿Dónde buscará Marisol su libro primero?
chair,theory-of-mind,Detrás de la silla
rug,theory-of-mind,Debajo de la alfombra
ToM-scene1-q2-reality_check,theory-of-mind,¿Y dónde está realmente su libro?
ToM-scene2-instruct1,theory-of-mind,"Esta mañana, cuando vino a la escuela, Elián puso su libro sobre la repisa encima de los colgaderos de abrigos. El libro de Elián es azul."
ToM-scene2-instruct2,theory-of-mind,"Y luego salió a jugar, ¿ves? Aquí está Elián jugando afuera. Mientras Elián estaba afuera jugando, su libro se cayó de la repisa y quedó en el piso, debajo de los abrigos, ¿ves?"
ToM-scene2-instruct3,theory-of-mind,"Luego entró Ana y puso su libro sobre la repisa encima de los colgaderos. ¡El libro de Ana también es azul! Como Elián todavía está afuera jugando, no vio lo que hizo Ana."
ToM-scene2-q1-false_belief,theory-of-mind,"Entonces, cuando Elián regrese, ¿dónde buscará primero su libro?"
shelf,theory-of-mind,Sobre la repisa
coats,theory-of-mind,Debajo de los abrigos
ToM-scene2-instruct4,theory-of-mind,"Veamos lo que Elián hace. Oh, mira, Elián está cogiendo el libro que está sobre la repisa. Y ahora Ana ve a Elián cogiendo ese libro... ¡el libro que es de Ana!"
ToM-scene2-q2-emotion_reasoning,theory-of-mind,¿Cómo crees que se siente Ana cuando Elián coge ese libro?
ToM-scene2-q7-emotion_reasoning,theory-of-mind,¿Cómo crees que se sentiría Ana si no hubiera visto a Elián coger el libro?
ToM-scene2-q3-false_belief,theory-of-mind,¿Elián está siendo malo y travieso al tomar el libro de Ana?
ToM-scene2-q4-false_belief,theory-of-mind,¿Debería Elián estar en problemas con el maestro por tomar el libro de Ana?
ToM-scene2-q5-reality_check,theory-of-mind,¿Puedes ayudar a Ana a encontrar su libro? ¿Está sobre la repisa o debajo de los abrigos?
ToM-scene2-q6-reality_check,theory-of-mind,¿Puedes ayudar a Elián a encontrar su libro? ¿Está sobre la repisa o debajo de los abrigos?
ToM-scene3-instruct1,theory-of-mind,"Joshua, Isabel, and Ivan are playing a game. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. "
ToM-scene3-instruct2,theory-of-mind,"So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. "
ToM-scene3-instruct3,theory-of-mind,"Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him."
ToM-scene3-instruct4,theory-of-mind,"Johan decide esconderse detrás de la fuente. Él dibuja una pista en la arena. Él intenta dibujar la parte inferior de la fuente y el agua que sale de ella, ¡pero el dibujo que hace parece un árbol! Ahora, Johan se esconde detrás de la fuente."
ToM-scene3-q1,theory-of-mind,¿Qué quería dibujar Johan?
fountain,theory-of-mind,Una fuente
tree,theory-of-mind,Un árbol
ToM-scene3-q2-false_belief,theory-of-mind,"Cuando Isabel e Iván vean esta pista, ¿dónde buscarán primero a Johan?"
ToM-scene3-q2-reality_check,theory-of-mind,¿Puedes ayudarles a encontrar dónde está realmente Johan?
behind-fountain,theory-of-mind,Detrás de la fuente
behind-tree,theory-of-mind,Detrás del árbol
ToM-scene3-q3-emotion_reasoning,theory-of-mind,"Look, Isabel and Ivan found Joshua, and won the game! How do you think Isabel feels about winning the game?"
ToM-scene4-instruct1,theory-of-mind,"Now the games are over, and it's almost time to go home. Mother tells the kids to find all of their toys. "
ToM-scene4-instruct2,theory-of-mind,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. "
ToM-scene4-q1-emotion_reasoning,theory-of-mind,How does Joshua feel about losing his truck?
ToM-scene4-q8-emotion_reasoning,theory-of-mind,¿Cómo se sentiría Johan si encontrara su camión?
ToM-scene4-instruct3,theory-of-mind,"Johan no encuentra su camión porque antes, cuando nadie miraba, Isabel cogió el camión de juguete y lo enterró en la arena."
ToM-scene4-instruct4,theory-of-mind,"So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck."
ToM-scene4-q2,theory-of-mind,¿Es justo que Mamá se enoje con Johan por haber perdido su camión?
ToM-scene4-q3,theory-of-mind,¿Mamá está enojada con Isabel? 
ToM-scene4-q4-false_belief,theory-of-mind,¿Johan está enojado con Isabel? 
ToM-scene4-instruct5,theory-of-mind,"When Isabel sees that Mother is mad at Joshua, she goes to the sandbox and digs up the toy truck, and gives it back to Joshua."
ToM-scene4-q5,theory-of-mind,¿Ahora Mamá está enojada con Johan?
ToM-scene4-q6,theory-of-mind,¿Ahora Mamá está enojada con Isabel?
ToM-scene4-q7,theory-of-mind,¿Ahora Johan está enojado con Isabel?
ToM-scene4-instruct6,theory-of-mind,"Isabel tells Joshua that she’s very sorry, and she gives him a big hug. Joshua gives her a big hug back, and Mother joins in."
ToM-scene5-instruct1,theory-of-mind,"Ella es Carla. Hace un rato, la mamá de María limpiaba la casa mientras María observaba. La mamá dejó tres tazas en la cocina: hay una taza pequeña en la barra, una taza mediana en la mesa y una taza grande en un estante que está muy alto. "
ToM-scene5-instruct2,theory-of-mind,"Carla y Papá acaban de entrar y Carla le pide a su papá que le de una taza. Carla le dice a su papá ""¡quiero la taza grande!""."
ToM-scene5-q1,theory-of-mind,¿Cuál taza le dará el Papá a Carla?
ToM-scene5-q2-reality_check,theory-of-mind,¿Cuál taza quiere Carla?
small_cup,theory-of-mind,La taza pequeña
medium_cup,theory-of-mind,La taza mediana
large_cup,theory-of-mind,La taza grande
ToM-scene5-q3-emotion_reasoning,theory-of-mind,¿Cómo se siente Carla por no recibir la taza que quería?
ToM-scene5-q4-emotion_reasoning,theory-of-mind,¿Cómo se sentiría Carla si hubiera recibido la taza que quería?
ToM-scene6-instruct1,theory-of-mind,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: “I am going to buy new shirts for us there,” and she walks away."
ToM-scene6-instruct2,theory-of-mind,"        
Mamá llega a casa y le dice a Sam que acaba de pasar por la tienda. ""¿Venden camisetas?"" pregunta Sam. ""No"", dice Mamá, ""solo venden zapatos"". ""Probablemente ahora María va a comprar zapatos en la tienda"", dice Sam."
ToM-scene6-q1,theory-of-mind,Does Maria know that they are selling shoes in the shop?
ToM-scene6-instruct3,theory-of-mind,"Maria has arrived at the shop. “I would like to buy shirts,” she says. “All we have left are socks,” says the shopkeeper. Since Maria also needs socks, she decides to get some socks."
ToM-scene6-q2,theory-of-mind,Does Sam know that Maria bought some socks?
ToM-scene6-q3,theory-of-mind,What does Sam think they are selling at the shop?
shoes,theory-of-mind,Zapatos
socks,theory-of-mind,Medias
shirts,theory-of-mind,Camisetas
ToM-scene6-instruct4,theory-of-mind,"Caminando de regreso, María se encuentra con su padre. Ella le dice ""acabo de comprar unas medias. Voy a compartirlas con mi hermano Sam. Es una sorpresa"".
""Es muy amable de tu parte"", dice Papá. Luego le pregunta a María: ""¿Sam sabe qué le has comprado?""."
ToM-scene6-q4,theory-of-mind,¿Qué le dice María a Papá?
ToM-scene6-instruct5,theory-of-mind,"Entonces Papá pregunta: ""¿Qué cree Sam que venden en la tienda?""."
ToM-scene6-q5,theory-of-mind,¿Qué le dice María a Papá?
ToM-scene6-q6,theory-of-mind,What does Sam think they are selling at the shop?
ToM-scene6-instruct6,theory-of-mind,Sam está muy feliz por recibir sus medias nuevas.
hostile-attribution-scene1-instruct1,hostile-attribution,Imagine that you are walking to school and you’re wearing your new shoes. You really like your new shoes and this is the first day you have worn them.
hostile-attribution-scene1-instruct2,hostile-attribution,"Suddenly, you are bumped from behind by a boy. You stumble and fall into a mud puddle and your new shoes get muddy."
hostile-attribution-scene1-q1,hostile-attribution,Do you think that the boy bumped you on purpose or by accident?
hostile-attribution-scene1-q2,hostile-attribution,Now pick one of the three choices as the one you would do:
hostile-attribution-scene1-q2-ans1,hostile-attribution,clean up my shoes
hostile-attribution-scene1-q2-ans2,hostile-attribution,walk away from the boy
hostile-attribution-scene1-q2-ans3,hostile-attribution,push the boy in the mud
hostile-attribution-scene2-instruct1,hostile-attribution,"Imagine that you are on the playground. You and some other kids are having a race. A boy is standing on the side, bouncing a basketball."
hostile-attribution-scene2-instruct2,hostile-attribution,"De repente, el chico hace rebotar la pelota y rueda bajo tus pies, haciéndote caer. Te raspas la rodilla, y alguien más gana la carrera."
hostile-attribution-scene2-q1,hostile-attribution,Do you think that the boy made you fall on purpose or by accident?
hostile-attribution-scene2-q2,hostile-attribution,Now pick one of the three choices as the one you would do:
hostile-attribution-scene2-q2-ans1,hostile-attribution,go to another area of the playground
hostile-attribution-scene2-q2-ans2,hostile-attribution,say something mean to him
hostile-attribution-scene2-q2-ans3,hostile-attribution,take care of my knee
hostile-attribution-scene3-instruct1,hostile-attribution,Imagine that you are working on an assignment at your desk. 
hostile-attribution-scene3-instruct2,hostile-attribution,"You go to sharpen your pencil, and as you walk back to your desk there is a boy walking just in front of you. The boy passes your desk before you get there. "
hostile-attribution-scene3-instruct3,hostile-attribution,"The next thing you know, the boy has knocked all of your papers off of your desk, and they are all over the floor."
hostile-attribution-scene3-q1,hostile-attribution,Do you think the boy knocked your papers onto the floor on purpose or by accident?
hostile-attribution-scene3-q2,hostile-attribution,Now pick one of the three choices as the one you would do:
hostile-attribution-scene3-q2-ans1,hostile-attribution,call him a name
hostile-attribution-scene3-q2-ans2,hostile-attribution,pick up the papers
hostile-attribution-scene3-q2-ans3,hostile-attribution,do nothing
hostile-attribution-scene1-by-accident,theory-of-mind,por accidente
hostile-attribution-scene1-on-purpose,theory-of-mind,a propósito
hostile-attribution-scene2-by-accident,theory-of-mind,por accidente
hostile-attribution-scene2-on-purpose,theory-of-mind,a propósito
hostile-attribution-scene3-by-accident,theory-of-mind,por accidente
hostile-attribution-scene3-on-purpose,theory-of-mind,a propósito
same-different-selection-instruct1,same-different-selection,"This is the matching game. In this game, you're going to choose sets of cards that match in some way. First, let's look at some of the cards you are going to see."
same-different-selection-touch-circle,same-different-selection,Escoge la carta que tiene un círculo.
same-different-selection-touch-square,same-different-selection,Escoge la carta que tiene un cuadrado.
same-different-selection-touch-triangle,same-different-selection,Escoge la carta que tiene un triángulo.
same-different-selection-touch-star,same-different-selection,Escoge la carta que tiene una estrella.
same-different-selection-touch-green,same-different-selection,Escoge la carta que tiene una figura verde.
same-different-selection-touch-red,same-different-selection,Escoge la carta que tiene una figura roja.
same-different-selection-touch-blue,same-different-selection,Escoge la carta que tiene una figura azul.
same-different-selection-touch-yellow,same-different-selection,Escoge la carta que tiene una figura amarilla.
same-different-selection-touch-small,same-different-selection,Escoge la carta que tiene una figura pequeña.
same-different-selection-touch-medium,same-different-selection,Escoge la carta que tiene una figura mediana.
same-different-selection-touch-large,same-different-selection,Escoge la carta que tiene una figura grande.
same-different-selection-touch-white,same-different-selection,Escoge la estrella en la carta blanca.
same-different-selection-touch-gray,same-different-selection,Escoge la estrella en la carta gris.
same-different-selection-touch-black,same-different-selection,Escoge la estrella en la carta negra.
same-different-selection-touch-striped,same-different-selection,Escoge la estrella en la carta con rayas.
same-different-selection-touch-1,same-different-selection,Escoge la carta con 1 estrella.
same-different-selection-touch-2,same-different-selection,Escoge la carta con 2 estrellas.
same-different-selection-touch-3,same-different-selection,Escoge la carta con 3 estrellas.
same-different-selection-touch-4,same-different-selection,Escoge la carta con 4 estrellas.
same-different-selection-instruct2,same-different-selection,Ahora vas a ver dos cartas que son iguales de alguna manera. Luego vas a ver una nueva carta que se parece a una de esas cartas. Tu trabajo es elegir la carta que se parece en algo a esa nueva carta.
same-different-selection-instruct3,same-different-selection,"Ahora vas a ver tres cartas y debes escoger dos que sean iguales de alguna manera. Luego vas a ver las mismas tres cartas, pero  vas a escoger otras dos cartas que sean iguales de alguna otra manera."
same-different-selection-both-circles,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen círculos.
same-different-selection-both-squares,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen cuadrados.
same-different-selection-both-triangles,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen triángulos.
same-different-selection-both-red,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras rojas.
same-different-selection-both-green,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras verdes.
same-different-selection-both-yellow,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras amarillas.
same-different-selection-both-blue,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras azules.
same-different-selection-both-small,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras pequeñas.
same-different-selection-both-medium,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras medianas.
same-different-selection-both-large,same-different-selection,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras grandes.
sds-prompt3,same-different-selection,Aquí hay otra carta. ¿Cuál de estas tiene algo que es igual a esta?
sds-3match-prompt2,same-different-selection,Aquí están otra vez las mismas cartas. Ahora debe escoger dos cartas que sean pareja porque son iguales en algo diferente.
sds-2match-prompt1,same-different-selection,Aquí hay un nuevo grupo de cartas. Escoge dos cartas que sean iguales en algún aspecto. 
sds-2match-prompt2,same-different-selection,Escoge dos cartas que sean pareja porque son iguales en algo diferente. 
sds-3unique-prompt1,same-different-selection,Escoge tres cartas que sean iguales en un solo aspecto. 
sds-3unique-prompt2,same-different-selection,Escoge otras tres cartas que sean iguales en un solo aspecto.
memory-game-display,memory-game,Watch the squares light up.
memory-game-input,memory-game,Touch the squares in the same order.
memory-game-instruct1,memory-game,This is the memory game. Here's how you play it.
memory-game-instruct2,memory-game,You will see squares light up.
memory-game-instruct3,memory-game,You're going to touch the squares in the same order.
memory-game-instruct4,memory-game,Watch carefully! Try to remember the order.
memory-game-forward-prompt,memory-game,Choose the squares in the same order.
memory-game-forward-try-again,memory-game,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en el mismo orden.
