Identifier,Labels,Translation
vocab-item-134,vocab,baywindow
vocab-item-135,vocab,aesthete
vocab-item-136,vocab,ecstatic
vocab-item-137,vocab,rickety
vocab-item-138,vocab,gourmet
vocab-item-139,vocab,gesticulate
vocab-item-140,vocab,facade
vocab-item-141,vocab,slope
vocab-item-142,vocab,habit
vocab-item-143,vocab,intersection
vocab-item-144,vocab,irrigation
vocab-item-145,vocab,kazoo
vocab-item-146,vocab,chat
vocab-item-147,vocab,colony
vocab-item-148,vocab,preserve
vocab-item-149,vocab,awning
vocab-item-150,vocab,mammalogy
vocab-item-151,vocab,metronome
vocab-item-152,vocab,paleontologist
vocab-item-153,vocab,percussion
vocab-item-154,vocab,posterior
vocab-item-155,vocab,precarious
vocab-item-156,vocab,arbor
vocab-item-157,vocab,resuscitation
vocab-item-158,vocab,rosette
vocab-item-159,vocab,saffron
vocab-item-160,vocab,mischievous
vocab-item-161,vocab,skimmer
vocab-item-162,vocab,sedentary
vocab-item-163,vocab,suede
vocab-item-164,vocab,tourniquet
vocab-item-165,vocab,triad
vocab-item-166,vocab,dredging
vocab-item-167,vocab,urban
vocab-item-168,vocab,steam
vocab-item-169,vocab,vertebra
vocab-item-170,vocab,bandage
vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!"
vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!"
vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!"
vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button."
01_intro,vocab,"Welcome to a new planet we just discovered with friendly aliens called Zorps. Zorps are interested in learning more about the kinds of things we have on Earth. As you help them learn, they're going to take us on a tour of their planet. Can you help? Which alien do you want to journey with? Choose one alien for your journey."
02_intro_t,vocab,"Great! They're going to show us some different pictures. For example, a picture of an apple, and a picture of a carrot. Then, you'll hear a word for one of the pictures. Your job is to pick the picture that matches the word!"
03_intro_1,vocab,"Try to do your best. Some words are hard, and that's okay. If you're not sure, just give your best guess. If you need to hear the word again, press the speaker button."
03_intro_t,vocab,"When you teach the aliens the words, they are so happy that they light up some stars in the sky. Click to continue."
06_ready_t,vocab,Awesome! Are you ready to begin the journey? Click to start.
07_mid1_t,vocab,Thanks for helping out. You've reached a Zogga outpost on your journey. You meet a new Zorp who shows you a cool new machine they've invented. Wow! Let's go!
08_mid2_t,vocab," After a few days of exploring the planet with your new friends, you come across a lake. There you meet another friendly Zorp, Sellick, who studies the animals who live near the water. Click to continue."
09_final_t,vocab,We've all learned so much. Thanks for helping! You've made it to the space station where you can get on a space ship to go back to Earth. Let's come back soon! Click to finish the game.
break1_ns,vocab,Great job! You're one third of the way through. Feel free to take a short break and continue whenever you are ready.
break2_ns,vocab,Great job! You're two thirds of the way through. Feel free to take a short break and continue whenever you are ready.
end_ns,vocab,Thank you for completing the vocabulary activity.
intro1_ns,vocab,"Welcome to the vocabulary activity! In this activity, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!"
intro2_ns,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!"
intro3_ns,vocab,"Try to do your best. Some words are hard, and that's okay. If you're not sure, just give your best guess. If you need to hear the word again, press the speaker button."
ready_ns,vocab,Awesome! Let's start the real activity now.
task-finished,general,You've completed the game. Thank you!
math-adult-instructions-1,math,"In this task, you will be given a series of math problems that are appropriate for school-aged children, including simple addition, subtraction, multiplication, and other types of problems. Please take your time to answer the questions correctly. Most of the questions are multiple choice, and you can either use the keyboard arrows or your mouse to select the answer."
general-footer,general,Click the button below or press <b>ANY KEY</b> to continue
instructions,general,instructions
math-adult-instructions-2,math,"There will also be some number line problems that require you to drag a slider to the indicated position. Finally, some questions require listening to audio, so please be sure your speakers are on and volume is adjusted. The audio can be repeated by clicking on the button with the speaker icon in the top right corner. Thank you for your participation!"
math-post-practice,math,"Now that you know what to expect, let's begin. Thank you for your participation!"
mental-rotation-adult-instructions1,mental-rotation,"In this task, you will be shown a series of images (e.g., a rabbit), and asked which of two silhouettes (outlines) the image matches, if it were rotated (*not* flipped). Please try to answer accurately, but also quickly. Thank you for your participation!"
feedbackCorrect,general,Great! That's right.
memory-game-display,memory-game,Watch the squares light up.
memory-game-input,memory-game,Touch the squares in the same order.
general-encourage,general,Keep Going!
ToM-by-accident,theory-of-mind,by accident
ToM-on-purpose,theory-of-mind,on purpose
general-intro1,general,"Hallo! Wir freuen uns, dass du heute ein paar Spiele mit uns spielst!"
general-intro2,general,"Zuerst kannst du einen Spielpartner auswählen, der die Spiele zusammen mit dir spielt. Nach jedem Spiel darfst du dir eine Sache aussuchen, zum Beispiel einen Hut oder eine Brille, die dein Spielpartner dann aufsetzen oder anziehen kann."
pick-buddy,general,Pick a buddy to play with!
general-intro3,general,"Super, jetzt hast du deinen Spielpartner! Jetzt wollen wir dir erklären, wie die Spiele funktionieren."
general-intro4,general,"Während der Spiele wirst du Anweisungen hören. Achte also darauf, dass deine Lautsprecher eingeschaltet sind und die Lautstärke für dich angenehm ist. Wenn du die Anweisungen noch einmal hören möchtest, kannst du auf die Lautsprechertaste oben in der Ecke deines Bildschirms klicken."
general-intro5,general,"Je nach Art des Tablets oder Computers, den du verwendest, kannst du deine Antworten auf unterschiedliche Weise auswählen. Du kannst eine Maus oder ein Touchpad benutzen, um etwas anzuklicken, du kannst die Pfeiltasten auf deiner Tastatur benutzen oder du kannst deinen Bildschirm berühren, wenn du ein Tablet benutzt. Du kannst die Methode wählen, die für dich am besten geeignet ist.

Wenn du Fragen hast oder zum Starten Hilfe brauchst, bitte einen Erwachsenen in deiner Nähe, dir zu helfen. "
task-finished,general,You've completed the game. Thank you!
continue-button-text,general,OK
close-button-text,general,Close
general-footer,general,Click the button below or press <b>ANY KEY</b> to continue
instructions,general,instructions
general-encourage,general,Keep Going!
feedbackCorrect,general,Great! That's right.
feedback-try-again,general,Please try again!
feedback-good-job,general,Good job!
feedback-nice-work,general,Nice work!
replay-button,general,"Klick auf die Wiederholungstaste, wenn du die Frage nochmal hören willst."
general-fullscreen,general,Switch to full screen mode
general-repeat-instructions,general,"Sieht so aus, als wäre das etwas knifflig! Sehen wir uns die Anweisungen noch einmal an."
general-keyboard-instructions,general,"Wenn Sie Ihre Tastatur zum Beantworten einer Frage verwenden möchten, drücken Sie die Pfeiltaste neben Ihrer Auswahl."
intro-finished,general,Sie haben die Anleitung beendet. Ich danke Ihnen!
general-exit,general,Exit
task-completion,general,You've finished this game. Thank you!
matrix-reasoning-instruct1,matrix-reasoning,"We’re going to show you a puzzle, and your job is to pick the best piece to complete the puzzle. Let's get started!"
matrix-reasoning-instruct2,matrix-reasoning,See this big puzzle? It's missing a piece! Which piece goes in the puzzle?
matrix-reasoning-prompt1,matrix-reasoning,Choose the best pattern to fill in the blank.
mental-rotation,mental-rotation,"Siehst du diese beiden Schatten? Einer passt zu der Form. Lass uns schauen, welcher zur Form passt."
mental-rotation-training-instruct2,mental-rotation,"Mal sehen, ob diese Form zu dem Schatten passt. Diese Form passt nicht zum Schatten."
mental-rotation-training-instruct3,mental-rotation,"Mal sehen, ob diese Form zu dem Schatten passt. Diese Form passt zu dem Schatten."
mental-rotation-test-instruct4,mental-rotation,"Jetzt bist du dran! Kannst du die Form finden, die zum Schatten passt?"
mental-rotation-instruct-3D,mental-rotation,"Jetzt siehst du Bilder, die Blöcke mit drei Seiten zeigen. Deine Aufgabe ist es, das passende Bild auszuwählen."
mental-rotation-prompt2,mental-rotation,Choose the picture that matches this one.
mental-rotation-prompt1,mental-rotation,Choose the matching picture.
math-instructions1,math,"In diesem Spiel wirst du einige mathematische Aufgaben lösen. Einige sind wie die, die du in der Schule machst, und einige sind etwas anders als die, die du in der Schule machst. Einige Fragen könnten leicht für dich sein und einige könnten schwer sein. Das ist nicht schlimm! Bitte gib dein Bestes und nimm dir Zeit. Bei den meisten Fragen gibt es vier Auswahlmöglichkeiten. Du wählst die aus, die du für richtig hältst. Los geht's!"
number-comparison-prompt1,math,Which number is larger?
number-comparison-prompt2,math,Which is larger?
number-identification-prompt1,math,Choose the number you hear.
missing-number-prompt1,math,What number goes in the blank?
missing-number-prompt2,math,What number goes here?
addition-prompt1,math,Add the numbers and choose the correct answer.
addition-prompt2,math,Add the numbers.
subtraction-prompt1,math,Subtract the numbers and choose the correct answer.
subtraction-prompt2,math,Subtract the numbers.
multiplication-prompt1,math,Multiply the numbers and choose the correct answer.
multiplication-prompt2,math,Multiply the numbers.
number-line-instruct1,math,"Hier ist eine Zahlenreihe. Du kannst die rote Linie vorwärts und rückwärts entlang der schwarzen Linie verschieben. Verschiebe die rote Linie so, dass sie sich an der richtigen Stelle befindet, um zu zeigen, wo die Zahl hingehört. Achte darauf, dass du die Zahlen an beiden Enden ansiehst, wenn du entscheidest, wohin du die rote Linie verschiebst."
number-line-prompt1,math,Choose the number that is marked on the number line.
number-line-slider-prompt1,math,Bewege den Schieberegler auf die angegebene Zahl.
number-identification-1,math,Choose the number 1.
number-identification-2,math,Choose the 2.
number-identification-3,math,Choose the 9.
number-identification-4,math,Choose the 0.
number-identification-5,math,Choose the 12.
number-identification-6,math,Choose the 30.
number-identification-7,math,Choose the 22.
number-identification-8,math,Choose the 45.
number-identification-9,math,Choose the 39.
number-identification-10,math,Choose the 23.
number-identification-11,math,Choose the 48.
number-identification-12,math,Choose the 91.
number-identification-13,math,Choose the 33.
number-identification-14,math,Choose the 74.
number-identification-15,math,Choose the 87.
number-identification-16,math,Choose the 65.
number-identification-17,math,Choose the 108.
number-identification-18,math,Choose the 245.
number-identification-19,math,Choose the 587.
number-identification-20,math,Choose the 731.
number-identification-21,math,Choose the 989.
trog-instruct1,trog,"Now we're going to play a matching game! I'm going to say some words, and you choose the picture that goes with what I say. Let's get started!"
trog-prompt1,trog,Choose the picture of the...
trog-prompt2,trog,Choose the picture of...
trog-prompt3,trog,Choose the picture that shows...
trog-item-1,trog,Choose the picture of the shoe.
trog-item-2,trog,Choose the picture of the bird.
trog-item-3,trog,Choose the picture of the comb.
trog-item-4,trog,Choose the picture of the apple.
trog-item-5,trog,Choose the picture that shows eating.
trog-item-6,trog,Choose the picture that shows picking.
trog-item-7,trog,Choose the picture that shows sitting.
trog-item-8,trog,Choose the picture that shows running.
trog-item-9,trog,Choose the picture that shows long.
trog-item-10,trog,Choose the picture that shows tall.
trog-item-11,trog,Choose the picture that shows red.
trog-item-12,trog,Choose the picture that shows black.
trog-item-13,trog,the boy is running
trog-item-14,trog,the big cup
trog-item-15,trog,the dog is sitting
trog-item-16,trog,the red ball
trog-item-17,trog,the boy is not running
trog-item-18,trog,the dog is not drinking
trog-item-19,trog,the girl is not jumping
trog-item-20,trog,the dog is not sitting
trog-item-21,trog,the boy is jumping over the box
trog-item-22,trog,the girl is sitting on the table
trog-item-23,trog,the man is eating the apple
trog-item-24,trog,the lady is carrying the bag
trog-item-25,trog,they are sitting on the table
trog-item-26,trog,the cow is looking at them
trog-item-27,trog,they are jumping over the wall
trog-item-28,trog,the elephant is carrying them
trog-item-29,trog,the girl is pushing the horse
trog-item-30,trog,the boy is chasing the sheep
trog-item-31,trog,the man is chasing the dog
trog-item-32,trog,the cow is pushing the lady
trog-item-33,trog,she is sitting on the chair
trog-item-34,trog,the lady is carrying him
trog-item-35,trog,he is sitting in the tree
trog-item-36,trog,the horse is looking at her
trog-item-37,trog,the cats look at the ball
trog-item-38,trog,the boy stands on the chairs
trog-item-39,trog,the boys pick the apples
trog-item-40,trog,the girl drops the cups
trog-item-41,trog,the fork is longer than the pencil
trog-item-42,trog,the box is bigger than the cup
trog-item-43,trog,the shoe is bigger than the bird
trog-item-44,trog,the horse is taller than the wall
trog-item-45,trog,the girl is chased by the horse
trog-item-46,trog,the elephant is pushed by the boy
trog-item-47,trog,the horse is chased by the man
trog-item-48,trog,the cow is pushed by the man
trog-item-49,trog,the cup is in the box
trog-item-50,trog,the pencil is on the box
trog-item-51,trog,the circle is in the star
trog-item-52,trog,the fork is on the shoe
trog-item-53,trog,the boy chasing the horse is tall
trog-item-54,trog,the pencil on the shoe is blue
trog-item-55,trog,the cow chasing the cat is brown
trog-item-56,trog,the circle in the star is yellow
trog-item-57,trog,the box but not the chair is red
trog-item-58,trog,the cat is big but not black
trog-item-59,trog,the horse but not the boy is standing
trog-item-60,trog,the boy is sitting but not eating
trog-item-61,trog,the pencil is above the flower
trog-item-62,trog,the comb is below the spoon
trog-item-63,trog,the star is above the circle
trog-item-64,trog,the square is below the star
trog-item-65,trog,not only the bird but also the flower is blue
trog-item-66,trog,the box is not only big but also blue
trog-item-67,trog,not only the girl but also the cat is sitting
trog-item-68,trog,the girl has not only food but also a drink
trog-item-69,trog,the pencil is on the book that is yellow
trog-item-70,trog,the girl chases the dog that is big
trog-item-71,trog,the square is in the star that is blue
trog-item-72,trog,the dog chases the horse that is brown
trog-item-73,trog,neither the dog nor the ball is brown
trog-item-74,trog,the pencil is neither long nor red
trog-item-75,trog,neither the boy nor the horse is running
trog-item-76,trog,the boy has neither hat nor shoes
trog-item-77,trog,the book the pencil is on is red
trog-item-78,trog,the cat the cow chases is black
trog-item-79,trog,the circle the star is in is red
trog-item-80,trog,the boy the dog chases is big
trog-item-81,trog,the horse drank water by the barn and the sheep ate grass by the fence
trog-item-82,trog,the student opened the notebook and drew a tree
trog-item-83,trog,we will have a picnic in the park if it is sunny
trog-item-84,trog,he found his keys under the couch with the pillows
trog-item-85,trog,she is the gardener who wears the hat that has a flower
trog-item-86,trog,She tripped on a rock and dropped her books.
trog-item-87,trog,The teacher will give the students cake if they stand in a line.
trog-item-88,trog,We will dance together if there is music playing.
trog-item-89,trog,"Although it is hot outside, I am wearing a jacket with a hood."
trog-item-90,trog,"Er schwimmt gerne, aber er hat sich entschieden, mit seinen Freunden Fußball zu spielen."
trog-item-91,trog,"Despite the noise in the classroom, she focused on reading her notebook."
trog-item-92,trog,He wore the clown's hat despite its large size.
trog-item-93,trog,The duck following the turtle is walking across the bridge.
trog-item-94,trog,Bumping the table with my foot caused a book to fall.
trog-item-95,trog,The person chases the dog that is big.
trog-item-96,trog,"Dem Mädchen, das einen Rucksack trägt, wurde von seiner Freundin eine Blume gezeigt."
trog-item-97,trog,"The kids cleaned the room, but forgot to put away the train."
trog-item-98,trog,Der Affe hat weder die Banane gegessen noch sich an der Liane geschwungen.
trog-item-99,trog,"Her mom said it would be sunny. However, it rained heavily."
trog-item-100,trog,The plane that is gray is above the clouds.
trog-item-101,trog,The fish swim beneath a whale and a sea turtle.
trog-item-102,trog,The car that the truck followed is driving toward the tunnel.
trog-item-103,trog,Instead of doing homework she did a puzzle in her room.
yes,theory-of-mind,ja
no,theory-of-mind,nein
happy,theory-of-mind,glücklich
sad,theory-of-mind,traurig
angry,theory-of-mind,wütend
scared,theory-of-mind,ängstlich
calm,theory-of-mind,ruhig
proud,theory-of-mind,stolz
disgusted,theory-of-mind,angeekelt
surprised,theory-of-mind,überrascht
ToM-intro,theory-of-mind,Das ist das Geschichten-Spiel. In diesem Spiel wirst du Geschichten hören und dann kannst du ein paar Fragen dazu beantworten.
ToM-transition,theory-of-mind,Sehr gut! Hier ist eine neue Geschichte.
ToM-scene1-instruct1,theory-of-mind,"Here is Madison. This morning, Madison put her book behind the chair, because she didn’t want anyone to find it. "
ToM-scene1-instruct2,theory-of-mind,"But when Madison was outside playing, someone did find it! And hid it under the rug. "
ToM-scene1-instruct3,theory-of-mind,So now it’s reading time and Madison wants her book.
ToM-scene1-q1-false_belief,theory-of-mind,Wo wird Laura zuerst nach ihrem Buch suchen? 
chair,theory-of-mind,Hinter dem Stuhl
rug,theory-of-mind,Unter dem Teppich
ToM-scene1-q2-reality_check,theory-of-mind,Und wo ist ihr Buch wirklich?
ToM-scene2-instruct1,theory-of-mind,"Heute Morgen, als er in die Schule kam, hat Justus sein Buch auf die Garderobe über den Mänteln gelegt. Das Buch von Justus ist blau! "
ToM-scene2-instruct2,theory-of-mind,"Und dann ist er nach draußen gegangen, um zu spielen, siehst du? Hier ist Justus beim Spielen draußen. Und während er draußen spielte, fiel das Buch von Justus von der Garderobe auf den Boden unter die Mäntel, siehst du? "
ToM-scene2-instruct3,theory-of-mind,"Dann kommt Hannah herein und legt ihr Buch auf die Garderobe über den Mänteln. Hannahs Buch ist auch blau! Justus ist noch draußen und spielt, deshalb hat er nicht gesehen, was Hannah gemacht hat."
ToM-scene2-q1-false_belief,theory-of-mind,"Wenn Justus nun von draußen hereinkommt, wo wird er zuerst nach seinem Buch suchen?"
shelf,theory-of-mind,Oben im Regal
coats,theory-of-mind,Unter den Mänteln
ToM-scene2-instruct4,theory-of-mind,"Mal sehen, was er macht. Oh, sieh mal, da ist Justus. Er greift nach dem Buch oben im Regal. Und jetzt sieht Hannah, wie Justus nach dem Buch greift... dem Buch, das Hannah gehört!"
ToM-scene2-q2-emotion_reasoning,theory-of-mind,"Was glaubst du, was Hannah davon hält, dass Justus nach dem Buch greift? "
ToM-scene2-q7-emotion_reasoning,theory-of-mind,"Wie würde sich Hannah wohl fühlen, wenn sie nicht gesehen hätte, wie Justus nach dem Buch greift?"
ToM-scene2-q3-false_belief,theory-of-mind,"Ist es gemein und frech von Justus, dass er Hannahs Buch genommen hat?"
ToM-scene2-q4-false_belief,theory-of-mind,"Sollte Justus Ärger mit der Lehrerin bekommen, weil er Hannahs Buch genommen hat?"
ToM-scene2-q5-reality_check,theory-of-mind,"Kannst du Hannah helfen, ihr Buch zu finden? Ist es auf dem Regal oder unter den Mänteln?"
ToM-scene2-q6-reality_check,theory-of-mind,"Kannst du Justus helfen, sein Buch zu finden? Ist es auf dem Regal oder unter den Mänteln?"
ToM-scene3-instruct1,theory-of-mind,"Joshua, Isabel, and Ivan are playing a game. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. "
ToM-scene3-instruct2,theory-of-mind,"So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. "
ToM-scene3-instruct3,theory-of-mind,"Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him."
ToM-scene3-instruct4,theory-of-mind,"Johann beschließt, sich hinter dem Springbrunnen zu verstecken. Er zeichnet einen Hinweis in den Sand. Er versucht, den Springbrunnen zu zeichnen, mit dem unteren Teil und dem Wasser, das aus ihm herauskommt. Aber die Zeichnung sieht stattdessen wie ein Baum aus! Dann versteckt sich Johann hinter dem Springbrunnen."
ToM-scene3-q1,theory-of-mind,Was wollte Johann zeichnen?
fountain,theory-of-mind,Einen Springbrunnen
tree,theory-of-mind,Einen Baum
ToM-scene3-q2-false_belief,theory-of-mind,"Sobald Lisa und Max diesen Hinweis sehen, wo werden sie zuerst nach Johann suchen? "
ToM-scene3-q2-reality_check,theory-of-mind,"Kannst du ihnen helfen, herauszufinden, wo Johann wirklich ist?"
behind-fountain,theory-of-mind,Hinter dem Springbrunnen
behind-tree,theory-of-mind,Hinter dem Baum
ToM-scene3-q3-emotion_reasoning,theory-of-mind,"Look, Isabel and Ivan found Joshua, and won the game! How do you think Isabel feels about winning the game?"
ToM-scene4-instruct1,theory-of-mind,"Now the games are over, and it's almost time to go home. Mother tells the kids to find all of their toys. "
ToM-scene4-instruct2,theory-of-mind,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. "
ToM-scene4-q1-emotion_reasoning,theory-of-mind,How does Joshua feel about losing his truck?
ToM-scene4-q8-emotion_reasoning,theory-of-mind,"Wie würde sich Johann fühlen, wenn er seinen Lastwagen finden würde?"
ToM-scene4-instruct3,theory-of-mind,"Johann kann seinen Lastwagen nicht finden, weil Lisa vorhin, als niemand hinsah, den Spielzeuglastwagen genommen und im Sandkasten vergraben hat. "
ToM-scene4-instruct4,theory-of-mind,"So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck."
ToM-scene4-q2,theory-of-mind,"Ist es fair, dass Mutter böse auf Johann ist, weil er seinen Spielzeuglaster verloren hat? "
ToM-scene4-q3,theory-of-mind,Ist Mutter böse auf Lisa? 
ToM-scene4-q4-false_belief,theory-of-mind,Ist Johann böse auf Lisa? 
ToM-scene4-instruct5,theory-of-mind,"When Isabel sees that Mother is mad at Joshua, she goes to the sandbox and digs up the toy truck, and gives it back to Joshua."
ToM-scene4-q5,theory-of-mind,Ist Mutter jetzt böse auf Johann?
ToM-scene4-q6,theory-of-mind,Ist Mutter jetzt böse auf Lisa?
ToM-scene4-q7,theory-of-mind,Ist Johann jetzt böse auf Lisa?
ToM-scene4-instruct6,theory-of-mind,"Isabel tells Joshua that she’s very sorry, and she gives him a big hug. Joshua gives her a big hug back, and Mother joins in."
ToM-scene5-instruct1,theory-of-mind,"Das ist Katie. Heute früh hat die Mama von Katie das Haus geputzt, während Katie zugesehen hat. Mama hat drei Tassen in der Küche stehen lassen. Da ist eine kleine Tasse auf dem Tresen, eine mittelgroße Tasse auf dem Tisch und eine große Tasse, die sie ganz oben auf das Regal gestellt hat. "
ToM-scene5-instruct2,theory-of-mind,"Katie und Vater kommen in die Küche und Katie bittet ihren Vater, ihr eine Tasse zu geben. Katie sagt zu ihrem Vater: ""Ich möchte die große Tasse!"""
ToM-scene5-q1,theory-of-mind,Welche Tasse wird Papa Katie geben?
ToM-scene5-q2-reality_check,theory-of-mind,Welche Tasse möchte Katie haben?
small_cup,theory-of-mind,Die kleine Tasse
medium_cup,theory-of-mind,Die mittelgroße Tasse
large_cup,theory-of-mind,Die große Tasse
ToM-scene5-q3-emotion_reasoning,theory-of-mind,"Wie fühlt sich Katie, wenn sie nicht die Tasse bekommt, die sie wollte?"
ToM-scene5-q4-emotion_reasoning,theory-of-mind,"Wie würde sich Katie fühlen, wenn sie die Tasse bekommen hätte, die sie sich gewünscht hat?"
ToM-scene6-instruct1,theory-of-mind,"Sam and Maria are playing together. They look outside and see a new shop across the street. Maria tells Sam: “I am going to buy new shirts for us there,” and she walks away."
ToM-scene6-instruct2,theory-of-mind,"Mama kommt nach Hause und erzählt Sam, dass sie gerade an dem Laden vorbeigelaufen ist. ""Verkaufen sie T-shirts?"" fragt Sam. ""Nein"", sagt Mama, ""sie verkaufen nur Schuhe"". ""Maria wird jetzt wahrscheinlich Schuhe im Laden kaufen"", sagt Sam."
ToM-scene6-q1,theory-of-mind,Does Maria know that they are selling shoes in the shop?
ToM-scene6-instruct3,theory-of-mind,"Maria has arrived at the shop. “I would like to buy shirts,” she says. “All we have left are socks,” says the shopkeeper. Since Maria also needs socks, she decides to get some socks."
ToM-scene6-q2,theory-of-mind,Does Sam know that Maria bought some socks?
ToM-scene6-q3,theory-of-mind,What does Sam think they are selling at the shop?
shoes,theory-of-mind,Schuhe
socks,theory-of-mind,Socken
shirts,theory-of-mind,T-Shirts
ToM-scene6-instruct4,theory-of-mind,"Auf dem Rückweg trifft Maria ihren Vater. Sie erzählt ihrem Vater: ""Ich habe gerade ein paar Socken gekauft. Ich werde sie mit meinem Bruder Sam teilen. Es ist eine Überraschung.""
""Das ist nett von dir"", sagt Papa. Dann fragt er Maria: ""Weiß Sam, was du ihm gekauft hast?"""
ToM-scene6-q4,theory-of-mind,Was sagt Maria zu Papa?
ToM-scene6-instruct5,theory-of-mind,"Dann fragt Papa: ""Was glaubt Sam, was sie in dem Laden verkaufen?"""
ToM-scene6-q5,theory-of-mind,Was sagt Maria zu Papa?
ToM-scene6-q6,theory-of-mind,What does Sam think they are selling at the shop?
ToM-scene6-instruct6,theory-of-mind,Sam freut sich sehr über seine neuen Socken.
hostile-attribution-scene1-instruct1,hostile-attribution,Imagine that you are walking to school and you’re wearing your new shoes. You really like your new shoes and this is the first day you have worn them.
hostile-attribution-scene1-instruct2,hostile-attribution,"Suddenly, you are bumped from behind by a boy. You stumble and fall into a mud puddle and your new shoes get muddy."
hostile-attribution-scene1-q1,hostile-attribution,Do you think that the boy bumped you on purpose or by accident?
hostile-attribution-scene1-q2,hostile-attribution,Now pick one of the three choices as the one you would do:
hostile-attribution-scene1-q2-ans1,hostile-attribution,clean up my shoes
hostile-attribution-scene1-q2-ans2,hostile-attribution,walk away from the boy
hostile-attribution-scene1-q2-ans3,hostile-attribution,push the boy in the mud
hostile-attribution-scene2-instruct1,hostile-attribution,"Imagine that you are on the playground. You and some other kids are having a race. A boy is standing on the side, bouncing a basketball."
hostile-attribution-scene2-instruct2,hostile-attribution,Dann rollt der Ball von dem Jungen unter deine Füße und du fällst hin. Du schürfst dir das Knie auf und ein anderer gewinnt das Rennen.
hostile-attribution-scene2-q1,hostile-attribution,Do you think that the boy made you fall on purpose or by accident?
hostile-attribution-scene2-q2,hostile-attribution,Now pick one of the three choices as the one you would do:
hostile-attribution-scene2-q2-ans1,hostile-attribution,go to another area of the playground
hostile-attribution-scene2-q2-ans2,hostile-attribution,say something mean to him
hostile-attribution-scene2-q2-ans3,hostile-attribution,take care of my knee
hostile-attribution-scene3-instruct1,hostile-attribution,Imagine that you are working on an assignment at your desk. 
hostile-attribution-scene3-instruct2,hostile-attribution,"You go to sharpen your pencil, and as you walk back to your desk there is a boy walking just in front of you. The boy passes your desk before you get there. "
hostile-attribution-scene3-instruct3,hostile-attribution,"The next thing you know, the boy has knocked all of your papers off of your desk, and they are all over the floor."
hostile-attribution-scene3-q1,hostile-attribution,Do you think the boy knocked your papers onto the floor on purpose or by accident?
hostile-attribution-scene3-q2,hostile-attribution,Now pick one of the three choices as the one you would do:
hostile-attribution-scene3-q2-ans1,hostile-attribution,call him a name
hostile-attribution-scene3-q2-ans2,hostile-attribution,pick up the papers
hostile-attribution-scene3-q2-ans3,hostile-attribution,do nothing
hostile-attribution-scene1-by-accident,theory-of-mind,aus Versehen
hostile-attribution-scene1-on-purpose,theory-of-mind,absichtlich
hostile-attribution-scene2-by-accident,theory-of-mind,aus Versehen
hostile-attribution-scene2-on-purpose,theory-of-mind,absichtlich
hostile-attribution-scene3-by-accident,theory-of-mind,aus Versehen
hostile-attribution-scene3-on-purpose,theory-of-mind,absichtlich
same-different-selection-instruct1,same-different-selection,"This is the matching game. In this game, you're going to choose sets of cards that match in some way. First, let's look at some of the cards you are going to see."
same-different-selection-touch-circle,same-different-selection,Wähle die Karte mit einem Kreis.
same-different-selection-touch-square,same-different-selection,Wähle die Karte mit einem Quadrat. 
same-different-selection-touch-triangle,same-different-selection,Wähle die Karte mit einem Dreieck.
same-different-selection-touch-star,same-different-selection,Wähle die Karte mit einem Stern.
same-different-selection-touch-green,same-different-selection,Wähle die Karte mit einer grünen Form.
same-different-selection-touch-red,same-different-selection,Wähle die Karte mit einer roten Form.
same-different-selection-touch-blue,same-different-selection,Wähle die Karte mit einer blauen Form.
same-different-selection-touch-yellow,same-different-selection,Wähle die Karte mit einer gelben Form.
same-different-selection-touch-small,same-different-selection,Wähle die Karte mit einer kleinen Form.
same-different-selection-touch-medium,same-different-selection,Wähle die Karte mit einer mittelgroßen Form.
same-different-selection-touch-large,same-different-selection,Wähle die Karte mit einer großen Form.
same-different-selection-touch-white,same-different-selection,Wähle den Stern auf der weißen Karte.
same-different-selection-touch-gray,same-different-selection,Wähle den Stern auf der grauen Karte.
same-different-selection-touch-black,same-different-selection,Wähle den Stern auf der schwarzen Karte.
same-different-selection-touch-striped,same-different-selection,Wähle den Stern auf der gestreiften Karte.
same-different-selection-touch-1,same-different-selection,Wähle die Karte mit einem Stern.
same-different-selection-touch-2,same-different-selection,Wähle die Karte mit zwei Sternen.
same-different-selection-touch-3,same-different-selection,Wähle die Karte mit drei Sternen.
same-different-selection-touch-4,same-different-selection,Wähle die Karte mit vier Sternen.
